null 0:6.634205382132818 5:2.1431385458886854 6:1.8105043722539962 
null 0:5.076606916785673 8:2.2789990122688835 5:2.0774410410444757 
null 0:6.338739139865948 5:3.0369435203192188 8:2.258788512844157 
null 0:4.2390860625758044 5:2.404533610670098 8:1.8007059005877921 
null 0:7.174194007804602 6:2.4095952521624966 8:1.9341460136623825 
null 0:3.3262586724081005 6:2.2739418392589856 8:1.8501078030244882 
null 0:5.732135418805381 5:3.015546025828324 2:1.6229612280873957 
null 0:4.374475206371477 8:1.421628734871685 2:1.214732043901922 
null 0:3.583028301988296 2:1.3785396892466866 3:1.2484194230747188 
null 0:7.4664417669834755 2:3.882177225625939 6:3.2379256662944575 
null 0:5.211352098573186 5:2.1932574359885737 8:1.6767709689335364 
null 0:7.265055345941653 5:3.6690054639433933 8:2.560090280893798 
null 0:5.422491583677546 6:3.6319011128491887 7:3.5484193871194574 
null 0:5.558853555214551 5:3.448163190441052 2:2.3628853766570392 
null 0:7.884271214289339 6:5.147608956396248 8:3.4651174992590192 
null 0:5.118411646084143 5:2.706907596948385 2:2.242717462137959 
null 0:5.829770038089632 5:2.858035321521419 6:2.4429790106186893 
null 0:5.840306359108186 2:2.213516676100011 8:1.979796053293879 
null 0:7.976058646729891 5:4.795833233846638 8:3.67311078260209 
null 0:4.157386890208554 5:1.7651392552345784 8:1.4171571466675104 
null 0:9.43085146338161 5:6.052161713734344 8:2.2755696309055646 
null 0:5.899472730927009 5:3.514695245659536 3:1.9788428270126568 
null 0:5.038855105269194 5:2.348870691403314 8:2.1467279204518266 
null 6:3.745910425271589 7:1.979032172174621 9:1.4566106548370639 
null 0:5.919124327528963 2:3.492993714006679 5:3.4813093807379554 
null 0:4.509372531984187 5:2.2010088427745984 6:1.7108051127717387 
null 0:10.793924361181361 5:5.069295321628592 2:2.2722665721092032 
null 0:4.9662866879997685 8:2.2114639703178662 5:2.1233534071067615 
null 0:7.474201131045632 3:4.254022717304082 2:4.050690210178888 
null 0:7.059148171153541 5:3.2280594193759256 6:2.5147371586159353 
null 0:6.3341152421879485 2:3.538952145821173 6:1.6766153477740233 
null 0:4.958081612990093 5:2.269708393551167 8:2.2411891454219948 
null 0:7.276954938833753 5:4.752581606541964 3:2.326321369774384 
null 0:6.501491004364543 5:3.1050579165332284 8:1.9166122317292484 
null 0:5.11298549313933 8:2.8021097483058246 5:1.8857437440544162 
null 0:10.949124246698219 5:5.520926427212712 6:3.644763618616048 
null 0:4.6367834921888536 8:2.026076043964466 2:1.624838794030776 
null 0:6.429893136513038 2:4.268849629348418 5:2.6275294480227895 
null 0:5.754347355450777 5:5.124903327970965 2:3.072369884999804 
null 0:7.0886647492033825 8:4.166690096324695 5:2.0991802025319917 
null 0:5.231857028243263 3:2.93640223033001 2:2.0481697564552945 
null 0:10.717773441872849 5:7.183357610354181 8:2.805420034060732 
null 0:6.212955466425981 6:3.974631272221208 8:2.6973538597262707 
null 0:5.664311002370259 5:2.698783695009485 8:1.6039640416142462 
null 0:10.68461050705605 5:5.56916162819653 8:2.122250028626041 
null 0:5.661661475883007 5:2.340072033539188 6:1.9635862160599757 
null 0:6.092843037950926 2:2.966227539475415 3:2.7697182656541646 
null 0:5.273755983791124 5:3.6527285285698183 8:1.7909709700771985 
null 0:8.260213072017086 5:4.368288995193966 6:1.384132067694409 
null 0:8.497394561161977 8:4.054160555056064 5:3.207522140150786 
null 0:10.17215578570391 2:3.248419981898076 8:2.242386358036741 
null 0:6.868188818799429 5:2.5316155450871496 8:2.4653123760169855 
null 0:5.864941265827376 6:3.809005069422348 5:2.819908654401522 
null 0:6.6772257446618974 5:2.5616212817488755 6:2.280283234337654 
null 0:6.244543826266769 5:3.5177895813773263 8:2.781639341619393 
null 0:5.724374706966681 3:3.184452592212497 5:2.6027762560300762 
null 0:5.900334394936066 5:3.1675808970770913 8:1.6257332844725836 
null 6:4.450394859140913 7:3.348909137790104 0:3.1242727645999016 
null 0:6.841643469714806 5:2.7248805288686566 8:1.9276197099356616 
null 0:5.137941884406728 5:2.63314824598198 6:2.6001168213082866 
null 0:9.849685289861979 5:4.690103595793298 8:3.230403651779583 
null 0:6.761637390547343 8:2.9823300719336183 2:2.489540372878054 
null 0:5.358332243878599 8:2.699937473770648 2:1.6888799242197226 
null 0:9.15411802015064 6:5.934753239328872 5:5.005371461411697 
null 0:6.852736901036671 5:3.645648962570743 2:2.2654793376276827 
null 0:4.535263825139666 3:2.1527285547510826 9:1.764270997308014 
null 0:6.950166932052805 5:2.526980926394387 8:2.0055980163676694 
null 0:6.451767014297052 2:4.164691909922128 6:2.9187158110342253 
null 0:3.9169759821053702 6:2.7019741937402086 9:1.4454047789701636 
null 0:3.755706954852636 5:1.8623164657496494 8:1.7237561066044684 
null 0:6.446246612014593 8:2.26528326750324 5:1.8539695739288338 
null 0:7.171123346231327 5:2.854078028214833 8:2.708433166983017 
null 0:8.04234719837652 8:2.522113997080847 2:1.8992503214248093 
null 0:8.784498077617547 5:6.224439187066795 8:2.435866963629076 
null 0:8.64847815550753 5:4.904933064674911 8:2.8657947450417045 
null 0:5.29237450001975 5:2.354773513497877 8:2.1487290668679675 
null 0:3.948596444154996 9:2.524004887163827 8:2.4042824190881777 
null 0:7.620719167183954 7:3.026614330503204 5:2.5116218954675595 
null 0:3.5090264810255576 9:2.7133074043626033 8:2.4415074750515307 
null 0:7.54221455346983 8:1.8692902486750211 5:1.834867478611747 
null 0:4.877520369768294 5:2.9153308415162376 6:2.9099435683693526 
null 0:5.404376898589986 8:2.3665223758275977 5:1.9571028510874002 
null 0:5.455268168257007 5:4.168368163856044 8:2.4972672114913252 
null 0:11.249758483710673 5:4.689694553132806 8:3.7621380202504557 
null 0:4.297095537903251 6:2.583871481944258 2:2.483686254466469 
null 0:7.036695371065499 5:5.118494361097568 8:2.7136770026175014 
null 0:4.714946106129051 8:1.6147102114404441 5:1.5198413648036901 
null 0:6.565779356953476 5:2.7814729857561824 6:2.102307936271181 
null 0:9.54055889364991 5:5.891340329277984 8:4.1189185539607545 
null 0:5.337558643704052 5:2.875544953286873 6:1.4055944696898228 
null 0:5.4538371110865995 5:3.192510720903454 6:3.013670087763281 
null 0:6.758592541605118 5:2.5447945275406805 8:2.3632125629888874 
null 0:4.975833663306469 8:3.129109931619466 5:2.6779650425787382 
null 0:5.919178492374861 6:3.465090644275843 2:2.199366487126678 
null 0:5.4415049988618645 5:4.8403324162064 6:3.894181879305811 
null 0:11.330644233994022 5:7.209836397362247 6:5.894816581697236 
null 0:7.356174642499568 5:4.141753666313406 8:2.5480110888843432 
null 0:8.933353430679338 2:5.114688847651044 8:4.443612058459746 
null 0:4.280835957807701 5:2.0840654657337025 8:1.8823715551872198 
null 0:4.720372076799459 6:4.588019017304802 2:2.6494264406018475 
null 0:8.621645943758482 5:5.200021600100026 8:2.380450331255187 
null 0:6.269296218910816 5:2.6449413927110346 8:2.1964825405700554 
null 0:7.434819905335325 5:3.9665305123220587 2:3.1258858346999796 
null 0:8.305287067101188 5:6.010090223463998 2:3.434295936973096 
null 0:5.437369873569624 3:2.1458048135204346 2:1.613035648464433 
null 0:7.312839326796871 5:3.3456523226220347 8:1.9214352682750246 
null 0:5.79352381544791 5:3.935954890336089 3:3.7495385675509665 
null 0:4.6885751994733225 8:1.7235548260620086 9:1.085011302030743 
null 0:8.532030600587712 8:2.681710419853586 5:2.5799764626548005 
null 0:7.937760186130588 5:4.973834786085034 8:2.026703120796645 
null 0:6.433624848427561 5:2.4637189762636473 8:2.318712976376397 
null 0:5.567809148895721 4:3.176567906183284 9:2.2291433210250204 
null 0:5.109930325587581 9:1.6305858892106935 5:1.4186218627719396 
null 0:4.8341174567849485 5:2.9470222844778675 8:2.4693677869526174 
null 0:7.65178309204173 6:4.735060862841969 5:3.084668999470913 
null 0:5.593611555756401 5:2.623492443951108 8:1.9937927567867624 
null 0:4.3058973001612175 2:2.0147490844799947 8:1.9851316260649157 
null 0:4.749494532596157 5:2.0757820872698067 2:1.5764086010125256 
null 0:4.971489711923959 5:2.9492206998387465 6:2.448331201962908 
null 0:5.500987020802921 6:4.249907490950485 5:3.861865399756104 
null 0:6.425318265705506 2:3.4059880387323536 5:3.2376895762512716 
null 0:6.481062143339703 6:5.512758560279376 4:3.7550872212504376 
null 0:6.685907741634266 5:3.864745475377428 8:1.739381987362011 
null 0:7.260443641594721 8:2.824352287284664 5:2.4117250991566483 
null 0:5.081254723847946 2:3.761863626112809 6:2.808339552018999 
null 0:9.900005290050544 5:7.618937503380525 8:3.423244063893939 
null 0:9.097466586247869 5:5.30816330722466 2:4.804044732472549 
null 0:6.202085866749784 2:3.5073532469486315 8:2.9646698951089303 
null 0:4.538679331541961 5:2.341136083686977 9:1.4608164617962334 
null 0:4.525121359037474 8:1.7073622074562904 2:1.6544482204767932 
null 0:8.06550154175661 5:3.9905279198491024 7:1.950636293620573 
null 0:4.7802243982348065 5:2.1601414407646757 9:1.1417329098594384 
null 0:7.734108831843927 5:3.751209500939031 3:1.989894962307356 
null 0:7.101637614379049 6:3.814321908529354 7:3.0091570594875257 
null 0:6.699718362434913 5:3.763218027924699 3:3.3998342249673126 
null 0:6.108830369751538 5:4.17079221644473 8:2.61653484971596 
null 0:6.125770068905808 5:4.194068342266214 4:3.9480531140263615 
null 0:7.085276792128018 5:2.860642308691731 8:2.5766204015932863 
null 0:8.936670633056035 2:2.59051600518937 8:2.4405444286240345 
null 0:5.897537522869489 5:2.151096829738316 6:1.7950758777488527 
null 0:5.129445761975729 6:3.9835734989033678 5:3.6505461206426397 
null 0:5.50054022067957 5:2.5217292903707262 6:2.0029286140249085 
null 0:9.884330606309197 5:3.174319252597491 8:1.7447542278013197 
null 0:7.722099738956812 5:3.304046599540487 8:2.1121775169513577 
null 0:9.315458010181905 5:4.140028801833373 9:2.3757212783690895 
null 0:7.585608944109383 5:4.1867326728208445 3:1.3471179961102258 
null 0:5.4120354015832515 6:3.995695437135893 5:2.91640341297288 
null 0:9.023671224051187 5:4.283093352278149 8:2.2567431270640537 
null 5:2.858108326956061 8:2.341294335244148 0:1.5959898134092145 
null 0:5.915782330070253 5:2.5937830991797197 8:2.3747411703617094 
null 0:5.79488598377338 5:3.308556507119368 8:2.0384070725876096 
null 0:6.386503848291013 9:1.7993936333900342 8:1.6276739782551686 
null 0:5.196882378014371 5:2.579175676527125 2:2.319738413072299 
null 0:8.175743583724833 5:4.525533683748375 2:3.2938350425938867 
null 0:6.7962852163762415 5:2.5045427590056297 6:1.7736186618147753 
null 0:5.569397260544 5:1.6607992411003143 2:1.5765579469970301 
null 0:6.292056649174739 5:3.9838809668659976 3:2.3720999768109703 
null 0:6.063294833817439 5:3.6726970288538143 8:2.9841931948147056 
null 0:10.755669702030188 6:4.112699658971789 2:3.969295702622214 
null 0:6.4078557206611855 6:5.316885181797465 8:2.4715584469478324 
null 0:6.494721355523132 5:4.308837158416139 8:3.584858805433755 
null 5:7.351078479809996 0:7.133270084826167 8:2.471403223607255 
null 0:6.624966251457954 2:4.256077663545917 3:3.9167369004633206 
null 0:3.585325464917907 5:2.6087083318863047 2:2.2101921925710704 
null 0:5.740302606359564 6:4.24393281690339 8:2.718505182061473 
null 0:11.983296707145286 5:7.724877453089096 8:3.2178470946980866 
null 0:4.825233952096483 2:3.9508348252384176 3:2.567646586683864 
null 0:5.204354290299165 8:2.481842032033484 5:1.9309097327547138 
null 0:9.753206904078219 7:3.4015337378187254 5:3.125747910758261 
null 0:7.478860077808217 2:1.755698943892877 8:1.345778969151359 
null 0:5.82695830354652 9:2.197878111454354 3:1.7946527022225702 
null 0:6.503537683212236 5:5.072976477091473 6:3.816328356378203 
null 0:7.203668389897073 5:4.212777736312255 2:2.8740105696094416 
null 0:3.943303888538289 5:3.09083371225808 8:1.8158363166335012 
null 0:6.275932465375513 5:5.191650184779149 6:3.065781969809661 
null 0:5.9906546323250485 5:2.252914669879299 2:1.910164755593027 
null 0:3.3721094411321095 5:1.9396176172602762 8:1.303982002272531 
null 0:6.211359048665313 3:3.572798787280767 2:2.541382777260741 
null 0:9.607770964889903 5:4.480089272087075 9:2.146483535495467 
null 0:7.711095028586172 6:2.569649558110988 2:2.406731058899887 
null 0:6.340348129408279 6:2.886894267556358 5:2.021391288915401 
null 0:7.755966798778202 5:3.3810497493744776 8:2.479123807827265 
null 0:13.288095489448382 5:5.637463208194699 2:3.7025987997294476 
null 0:5.925017528594623 9:1.9287514113335484 3:1.7552643197158495 
null 0:6.211256350339197 2:3.94773214033155 3:3.2646310572037103 
null 0:3.3621057287326317 8:1.0911055096600888 5:0.989670146470349 
null 0:8.346382584075778 5:3.8219133996211667 3:3.1489753187151996 
null 0:6.27103639187631 5:4.1332741799305355 8:2.8400414096798166 
null 0:5.819209378474491 5:2.8813265701546418 9:1.8728745388059713 
null 0:11.258749307838695 5:8.251950658246336 8:4.306276352164952 
null 0:3.587515225102374 6:3.30553326560372 2:1.5753689908293131 
null 0:9.642795558999333 2:4.044084258341641 6:2.728379215080244 
null 0:9.147605679282611 2:4.527752273149595 8:2.176998342346041 
null 0:12.900984409528128 5:5.662798329185599 8:3.0077909816443813 
null 0:4.9781945646328705 8:2.4800670097638715 5:1.7069450691336319 
null 0:6.365806559274386 8:2.2594651557508914 2:1.4804301553719044 
null 0:4.006586594788522 8:2.0354460332175637 2:1.3456578037772633 
null 0:5.676717312395446 3:2.24035789093655 8:1.9056213061171088 
null 0:8.773326464966175 2:3.1555443189325163 8:2.18464711816983 
null 0:7.334703443320099 8:2.463502639600743 5:2.44977923953776 
null 0:3.704327968859452 5:2.8950783430230533 8:2.7938720493529563 
null 0:8.30921481644215 5:4.473426374492878 6:3.5747160978523693 
null 0:6.544458280117308 8:2.602625253813812 2:1.9184298550573493 
null 0:7.214055717577558 5:2.811245096775216 8:1.862328848684894 
null 0:11.863787043544514 2:4.225529652594511 5:3.2438222922087627 
null 0:3.613975872869931 8:1.634124736346896 2:1.2861607431075777 
null 0:5.671557735525058 6:4.4984504236826455 5:2.4329868142297033 
null 0:6.497872120190425 2:1.975109408921136 8:1.3970971489873207 
null 0:5.774074030962907 5:3.3670870848878756 8:2.711797553726167 
null 0:7.361584362835031 5:2.8724137564117567 6:2.8364763205274754 
null 0:4.757187466748037 5:2.3575060115310573 6:1.9179332939578044 
null 0:7.150024504460162 5:5.214963035140703 8:4.199428471557273 
null 0:3.463086743821799 8:1.532673279385819 5:0.9416848953805799 
null 0:7.219125781512833 6:3.4565196424599693 7:1.2087176914591535 
null 0:10.145452146636838 5:3.227604959367455 2:2.909301466367376 
null 0:5.096882822892459 6:1.4740684080106567 2:1.2780903272982775 
null 0:5.933818508920209 8:1.7335947866217198 5:1.7082662427363509 
null 0:11.034149277254903 2:4.84927153261649 8:3.112882100500983 
null 0:5.906068865239748 5:2.2569605835585915 8:1.5799810497062885 
null 0:5.487062524507893 2:3.569845476834847 8:2.007744099352793 
null 0:6.189192600364856 8:2.439713860203441 2:2.0764819979561384 
null 0:5.895030992693232 5:4.755647644756552 6:3.910548055918426 
null 0:6.4648817743481715 5:2.7722151364164 8:2.6301270668158407 
null 0:6.334786291595504 2:2.1104209522017725 8:1.8367799744732978 
null 0:4.687262720906456 5:2.547943599158292 8:2.0674097846142545 
null 0:6.207444466940223 6:4.5247042199701815 5:3.7899855149056547 
null 0:7.744431466917148 6:2.2449505906307055 5:2.231139679504553 
null 0:7.363422394824906 2:3.0342236752198475 6:2.917890484572863 
null 0:4.056740788933782 5:2.6712898258648385 8:2.306606045930383 
null 0:8.266288598252913 8:4.413093062969065 5:3.901013420007073 
null 0:5.927992196423185 2:1.9102118687414575 9:1.5982540278198103 
null 0:10.568369909187073 5:7.047731440583973 8:3.4401379657573403 
null 0:8.784016384491752 8:3.7222791379575604 5:2.7876509365212563 
null 0:4.821891094101958 5:2.5809596143706974 8:2.3873989178200907 
null 0:8.795917496729098 8:2.2400282692136915 3:1.9137053179183057 
null 0:4.853826798613149 2:2.37288084018108 8:2.057903599003193 
null 0:6.75351915025694 5:3.32768511907559 8:1.896526641190811 
null 0:7.262018291381011 8:1.860281925713314 5:1.7717560459956039 
null 0:3.0264892974304534 5:1.844906709620656 8:1.5208538802385592 
null 0:7.056279341899146 8:1.9651212148434185 5:1.8463022600116874 
null 0:4.65097810635559 8:2.322564108909691 5:2.0485435539887322 
null 0:5.259050757433834 5:2.6720823019650974 8:1.7540960294795012 
null 0:7.617488103207606 2:4.518712724665771 8:3.520548699138471 
null 0:7.5166191582186705 6:3.2830151125475284 2:3.0724646761010432 
null 0:9.303351132680843 5:5.174571887731097 8:4.2951003787998845 
null 0:3.4598777417760203 6:2.5201663829499727 5:2.217508223657009 
null 0:5.150845120523114 5:1.8254665751311732 8:1.4579980708893856 
null 0:4.844404955156646 5:2.8104705991520476 2:1.9119706347164198 
null 0:7.880609295944376 5:2.7394481158333233 2:2.6620248593117375 
null 0:3.8287744115127835 6:2.8215976483105254 5:2.271837912486683 
null 0:7.269863373664482 8:2.4384261979812623 2:2.2178973938265667 
null 0:7.7707894709507555 2:5.038885746376733 3:4.408803632463557 
null 0:3.6490908135320903 5:2.004321925227254 8:1.5554266619359192 
null 0:6.348672754495412 7:3.6734334101450745 9:2.9255099603697623 
null 0:6.3973274658096315 8:2.973508005243229 9:1.8311284842483109 
null 0:5.380153650409961 8:1.4443148854331511 3:1.4018902895356697 
null 0:6.330323978133699 8:1.9539510003219571 2:1.8601032673275357 
null 0:6.386790885823067 6:4.68043728541004 5:4.139104143183766 
null 0:3.835122172886544 5:2.165943230399957 8:1.6988764211829173 
null 0:7.598420503751136 2:3.0125462604193105 5:2.5930375400158963 
null 0:5.632135692374972 8:2.0035666154320193 5:1.746000778227658 
null 0:8.77577162241014 2:5.139843521627083 8:4.246400587023225 
null 0:4.225405915459503 6:2.0052930143363543 2:1.6547563474122102 
null 0:4.92463524932046 8:2.2738412649856534 5:1.7077089660970988 
null 0:8.190235085336832 5:3.130483708265406 2:2.5059255596336647 
null 0:8.315049806476516 8:3.9385461851347685 5:3.258498978455236 
null 0:5.901034839374035 2:4.582870173126278 8:2.735245878863533 
null 0:5.170110608847258 5:4.077982726489138 8:2.8985494185043468 
null 0:8.368373071922548 5:2.562383273935552 8:2.2205874709726228 
null 0:6.75392418810801 6:2.205369343898207 2:2.072384512469016 
null 0:5.828524199651091 5:2.1716078465110455 8:2.1600007281380362 
null 0:8.48449753590041 5:5.531760804389845 6:2.6197478024278507 
null 0:4.8073088907867945 5:3.475181949833425 3:2.1872586946781163 
null 0:6.3893551134388025 8:2.3072547893418713 5:2.2105033222942563 
null 0:5.2941485487258895 8:2.8003326868326477 5:1.731658306942997 
null 0:6.430479211156426 9:2.7448778868271844 8:1.9080526368203738 
null 0:8.198134267640013 8:3.3267846496963314 5:2.664210810478265 
null 0:4.74878790056337 5:2.0066266200023612 8:1.8124770997672774 
null 0:3.930704284145086 8:2.454526678175782 5:1.8253249157245663 
null 0:6.495297275759111 5:2.5015963598312774 8:1.3237869209086321 
null 0:7.841280376728659 5:4.821145493630096 8:2.9929589050484964 
null 0:7.313832736342813 5:2.372187180645414 8:1.6007578726213223 
null 0:4.255734743328127 2:1.5455973168978387 3:1.4614830007614585 
null 0:6.3402580167300435 8:2.1728791929914433 5:2.1595308511035998 
null 0:6.068891486493589 3:2.067927512228047 5:1.6605095280503377 
null 0:8.017909610364745 6:4.414350933236404 7:2.4819322752407476 
null 0:2.620306681317721 9:2.3606336336690728 7:2.1364583143953824 
null 0:6.351925520002695 5:2.3753203645187626 8:2.1799251817576666 
null 0:11.114249516177239 5:5.23982130752434 8:2.2035579139459363 
null 0:11.44702676326955 5:4.858528717262881 8:2.7683618973419457 
null 0:4.638411962281716 3:1.7418702697138695 5:1.6090957702923347 
null 0:11.538218480987965 5:7.966212083571063 6:2.2145663087315497 
null 0:4.00763098351503 5:2.0159839432048754 2:1.7258765555789017 
null 0:2.976797177319636 8:1.5687590972181449 5:1.0133509581784623 
null 0:5.371665784507015 6:2.55479515275306 5:1.79126280775931 
null 0:6.383988803729697 5:3.5002516010608984 8:2.132450296455541 
null 0:8.617421775025461 5:5.1895745442550405 6:3.630848621061199 
null 0:9.360769459146933 5:3.6667942166509873 8:3.2512988512196284 
null 0:8.152058606782296 3:2.2384728309579036 2:2.015018357761047 
null 0:6.98659128188075 5:2.9663765686427492 7:1.556868213922232 
null 0:3.920261219360651 5:1.9597652692681737 8:1.0509256736464287 
null 0:6.713728644278035 5:4.858729387177044 8:2.624270865836314 
null 0:3.413739883406918 5:2.5379529606027917 8:1.5700568922471858 
null 0:7.204960667551498 5:2.9141371907447517 2:0.8081623260125499 
null 0:6.109659940021508 3:3.359106446492559 8:3.242776611569782 
null 0:8.787168884973672 2:4.539515461854607 8:3.384301597702404 
null 0:3.178248878418165 5:2.649875342405198 8:2.1589208965189854 
null 0:12.714743474862727 2:4.452998140506913 5:3.9978821283380164 
null 0:6.473226177213918 5:4.295603458245022 8:3.6841584311906983 
null 0:7.748131135970545 6:2.510469688305571 2:1.980747102893126 
null 0:9.2087477889662 5:5.226601712323173 3:1.3631898715292605 
null 0:4.841918411203147 5:2.358830132478164 8:1.293771794808133 
null 0:5.778854414916711 8:2.341927187940936 5:2.0757977180181313 
null 6:4.360266036825392 0:3.48165041316502 2:2.3394254591053434 
null 0:8.125383435465643 8:3.1963538788931283 5:2.2007996626789788 
null 0:5.789990288107876 3:2.095550505524113 2:1.1124123904733088 
null 0:7.710685217302528 2:4.168282608812753 5:4.0228177904300075 
null 0:6.091858043141187 5:3.4481560400322704 8:2.917402492645149 
null 0:7.708319259522898 5:5.719280423335924 6:2.93029517614453 
null 0:8.950134416945433 5:5.512912171243173 6:2.9343078674195215 
null 0:10.100925125234074 5:3.0897333565796257 3:2.2401241353147903 
null 0:4.125802465289189 5:2.3552548538006306 8:1.9798359685812779 
null 0:8.409283305319029 5:2.816808383521758 6:2.6122042435435233 
null 0:7.457825404054245 5:4.294313267930845 6:1.540822173353116 
null 0:8.041998193362701 8:2.7300850619392354 2:2.5378622391735313 
null 0:4.6049624283190775 6:2.898689655129702 8:2.1542538758097307 
null 0:7.62934693265422 5:2.618956474829035 8:1.908447271810547 
null 0:10.077720210519377 5:5.260692090860648 8:1.8169609191316793 
null 0:9.201420318169914 8:4.14996888734826 2:1.3578776429287243 
null 0:4.857144578586222 5:2.0737733733387604 8:1.260193460040577 
null 0:8.870154440595131 8:3.4372352027842044 5:3.0080727231591506 
null 0:9.16555269989822 5:4.944951843660265 8:2.5669108046011395 
null 0:8.913560692652338 5:4.689866514825495 2:4.557260879782031 
null 0:8.498065883364658 5:3.4364023152131744 8:3.0189496914052483 
null 0:4.302338534275076 5:3.01893514013901 8:2.082161696980722 
null 0:6.394889990717193 8:1.4917901206565243 9:1.3363389461310409 
null 2:1.6464113492531165 6:1.302150197547446 8:1.0041032177563718 
null 0:8.746479874133115 5:3.982500494695027 8:3.403896663737913 
null 0:6.976974717417567 8:3.2730483569072817 2:2.506030242830353 
null 0:5.115890826195445 8:2.599218189017492 5:2.564532656173644 
null 0:7.565703307132908 8:3.7807026042514775 5:2.5710028205619326 
null 0:4.503113039377343 5:2.349154361558262 8:2.246056555410424 
null 0:7.126488332960339 5:5.072364829668729 8:1.7328815613470632 
null 0:4.621230598697867 5:2.354368625230591 8:1.65906903253592 
null 0:10.8448849818508 5:4.421846232528899 3:2.300363456106636 
null 0:10.426500911477621 5:5.34383564379936 8:4.168715395819569 
null 0:11.480313592342926 5:5.05471170126727 8:1.3872136846801864 
null 0:6.5680155573205905 5:3.0082086154036847 8:2.3099264249130713 
null 0:6.827938950093622 5:3.2486921374456132 8:2.3497832107139285 
null 0:10.256680461317984 5:9.446274478000072 8:3.006666019034482 
null 0:7.152486495968476 5:3.7283986469286927 6:3.498113462401893 
null 0:5.900908617003616 8:1.9025920327667347 5:1.6739622724145515 
null 0:7.782397427309334 2:2.6444919535582843 8:2.4705276653662263 
null 0:8.228129014825893 8:2.798364794473875 5:1.7644885058154183 
null 0:5.696425789314343 5:2.878420287143446 6:2.6088209889981755 
null 0:9.466111008816545 5:7.735309353322127 8:1.092243213458227 
null 0:6.014087371868151 2:5.397178485492958 3:4.155529604830253 
null 0:10.417830872672797 5:6.691333401264551 6:2.4715278989116305 
null 0:5.84965978178251 3:5.16521755130112 2:4.656395685723611 
null 0:4.799091639356745 3:2.804798583877236 2:1.805483082530617 
null 0:6.34576821657082 5:3.100938441526606 3:1.9510008085100672 
null 0:11.747686460524198 5:9.056755421878288 8:1.8728744716774561 
null 0:7.838744131671619 5:2.8697149359826404 8:2.723248179095856 
null 0:5.4616718969875 5:2.108883631706145 8:1.683927954414313 
null 0:4.777009542932712 5:1.9435539769115522 6:1.6292922110720995 
null 0:6.277083937675819 5:2.3328888461881534 8:1.6627799987272158 
null 0:4.294136459624998 5:2.6441046796864867 6:2.052204583041808 
null 0:9.484852573752692 5:5.520186586771227 2:4.165313024730885 
null 0:5.191818493425391 2:3.463350006879514 8:2.3904069632238474 
