null 0:3.600450899924798 5:1.0128917854607635 6:0.6126843208526934 
null 0:1.4119549034966696 8:0.7876846679144649 5:0.738961798239928 
null 0:2.9967386989079214 8:1.4486505701498709 2:1.1841774706382433 
null 0:2.4011399191951326 5:1.2753180561077881 8:0.6633139090835338 
null 0:2.548994669485635 6:1.6576544821472403 5:0.4374198517033992 
null 0:2.431654134996463 8:1.3426541275863406 5:0.9449599481204374 
null 0:3.233826685714491 5:1.5249977102144208 8:1.1549842762243285 
null 0:2.1764869705469265 5:1.2352280544936887 8:0.7976571001798195 
null 0:3.6289597757094056 8:1.162104721233046 5:0.9414703037883483 
null 0:1.5998374601156986 6:1.0248414035826492 8:1.0018408266078 
null 0:2.729111090679145 5:1.348009198444553 7:0.9956124337495611 
null 0:2.389099881861522 8:0.8495465972606899 2:0.5412214686469582 
null 0:2.0474457725114257 8:0.7369401912625743 3:0.7283941845591073 
null 0:3.6190026323901603 2:1.4220839719152838 6:0.9915139138542077 
null 0:2.6383170335762927 5:1.288317510031113 8:0.9615941495255554 
null 0:4.035530732541537 5:2.1396181689309755 8:1.407972247968087 
null 0:2.529031477294449 7:1.4850410348307792 6:1.4222472684651961 
null 0:2.834638191504325 5:1.4107300415885589 3:1.288838144983852 
null 0:3.756463499665139 6:2.2203297062323037 8:1.6045915267154995 
null 0:2.810789091569287 5:1.419403355137181 2:1.0810039492553725 
null 0:2.920533333518013 7:1.2190629954230123 5:1.0126601913709081 
null 0:3.1084520295308655 2:0.9642422556405944 8:0.8677854335644272 
null 0:3.9208219822397536 5:2.3663238442915397 8:1.7050439341917691 
null 0:1.4438880508326246 6:0.7456553696889014 8:0.7171374798458734 
null 0:4.643588609826 5:3.0236198192932897 8:0.8667264566427778 
null 0:3.0381217144331694 5:1.5023621384021086 3:0.5487265165824511 
null 0:2.5603898930665503 5:1.2874353379696615 8:1.2552429841979411 
null 6:1.974909735575188 9:0.8211123400280175 7:0.8060457150620634 
null 0:2.7528698641716445 5:1.5682419722146175 2:1.477376869486237 
null 0:2.0007772673774507 5:0.8886649523789274 6:0.7873993024432578 
null 0:5.220174939920332 5:2.289976876717863 8:0.7361457771652575 
null 0:2.6951680992062115 8:1.2819457737111433 5:1.225926912730435 
null 0:3.442834015109174 3:2.123600723639675 2:1.6900375764574087 
null 0:3.6616346244409534 5:1.7990812248348351 8:0.8618975555149595 
null 0:2.6193680150642473 2:1.6468975137295643 7:1.038827238972311 
null 0:2.5558606825506542 5:1.2983745893573924 8:1.2934033351233793 
null 0:3.632320961009409 5:2.2892061882099037 3:1.010160752142769 
null 0:3.429113557442675 5:1.6863033826409053 8:1.0541613928918412 
null 0:2.9282386174268664 8:1.7924953833737638 5:1.2242525404668851 
null 0:5.250869931673356 5:2.857580951044038 6:1.2719394687014696 
null 0:2.491374049031218 8:1.143062266517352 2:0.8481074431258608 
null 0:3.3569713477454686 2:2.056295047276417 8:1.2319302505003764 
null 0:2.6904723582794214 5:2.1333483662333093 2:1.359813990326876 
null 0:3.6741633272208607 8:2.265566279145287 5:0.846133477097377 
null 0:2.734305063735776 3:1.7274855136736627 2:1.0487843947771647 
null 0:4.957688868944119 5:3.1670330359193244 8:1.5185199372955287 
null 0:3.402543555043528 5:1.6103251298117964 6:1.388672307723027 
null 0:3.2207368118154758 5:1.3381216724992993 8:0.6528975262193614 
null 0:5.377114901552545 5:3.008563278580548 8:0.7357690768954895 
null 0:3.01985652393112 5:1.0979839362937562 8:0.8825271020390268 
null 0:3.0312413589631415 2:1.5189544759827303 8:1.0512881494301576 
null 0:2.883574678878092 5:1.8682872854113257 8:0.6387903736116741 
null 0:3.7480181205774468 5:1.9377962538862397 6:0.5990303243968628 
null 0:4.278187302497616 5:1.7937593718741882 8:1.7388779465633362 
null 0:4.74011659741203 5:1.0589243531624346 8:0.8946542753666733 
null 0:3.3480197759853936 8:1.2307721572973618 5:1.0835008368187165 
null 0:2.808487623787004 6:2.206379751487409 5:0.9823321697723595 
null 0:3.6482649405703254 5:1.3351021019863747 8:1.149406590965308 
null 0:3.193291580085153 8:1.5196684884361324 5:1.4467381495261342 
null 0:2.6174785722204335 3:1.8541485022330735 5:0.9501033264780469 
null 0:3.2894081754446542 5:1.7489719726277042 8:0.8735908714119192 
null 6:1.861422748491025 0:1.5891328719675333 7:1.3619727992697224 
null 0:3.5189406700968706 5:1.3809706180698167 8:0.980186214254225 
null 0:2.2363077965154865 6:1.2894685426075405 5:0.9456908421420867 
null 0:5.031983602393229 5:2.446260587624581 8:1.3273212607720224 
null 0:3.3234314757451164 8:1.478502747254074 2:1.083110760076873 
null 0:2.7069973975644674 8:1.4377186552271484 2:0.692049567760611 
null 0:4.262274162205239 6:2.431496265667163 2:1.804491618473626 
null 0:3.396365397972266 5:1.8315394003900576 8:0.8156024714415651 
null 0:2.3796079109277546 3:1.0271960168610885 5:0.6933761620707936 
null 0:3.760413133853722 5:1.3682169801874036 8:0.9220922995306583 
null 0:3.124916242863775 2:2.1554025519383098 3:0.8629688738939473 
null 0:1.9508327897169184 6:1.3823876536934874 8:0.8417058040402171 
null 0:1.7902088803480767 8:0.5410235528491155 5:0.4705784853577832 
null 0:3.4911608465658324 8:1.164652017469043 5:1.0741697104343073 
null 0:3.815932683198519 8:1.6140362753077229 5:1.5145710751488366 
null 0:4.244883045190303 8:1.2186327134566544 5:0.8793137265992432 
null 0:4.540967905438768 5:3.234746161472345 8:1.2899652670581534 
null 0:4.23365307750837 5:2.2504304701909685 8:1.1111439628312565 
null 0:2.6749152384442474 8:1.1160121515391348 5:0.9636709903202141 
null 0:1.7267629676619503 8:1.3134528313996179 9:0.9849775855173365 
null 0:3.873965357296623 7:1.4103449812001454 5:1.0244311660297918 
null 0:2.1275050560352557 8:1.1347652986875634 9:0.9946965943152546 
null 0:3.72837552219678 8:0.8373069305620484 2:0.7733252587455376 
null 0:2.5073212799006823 5:1.3388012107244527 6:0.9651397412767538 
null 0:3.047168101133464 8:1.1788134496015208 5:1.1652219563261663 
null 0:2.815724243739553 5:1.9718205869801786 8:0.9393904751687766 
null 0:5.422091638030288 5:2.4077721216219508 8:1.6479700807009778 
null 0:2.13421626451515 6:1.2501201837153741 2:0.9759058189237447 
null 0:3.727923742034897 5:2.5375505552571753 8:1.4490104660574283 
null 0:2.6471471586569932 8:0.8507406817216135 5:0.8505827879929608 
null 0:3.5563463104035105 5:1.6229069115542105 8:1.097410311122925 
null 0:4.423832168709966 5:2.624089685726578 8:2.061080573870458 
null 0:2.7612141277407836 5:1.4360830935241655 6:0.43148449189807675 
null 0:2.671551636540742 5:1.2701756075125876 6:1.2304247787377907 
null 0:3.4547213947381756 8:1.1413737410576965 5:1.0065238621012462 
null 0:2.35165966527608 8:1.858688116940047 5:1.3992967049464267 
null 0:3.0685919408038003 6:1.713781915208297 2:0.7827489638509888 
null 0:2.6572031563248615 5:2.3751578246820637 6:1.4828506725115465 
null 0:4.696284811676741 5:2.5114960746717925 6:2.1693840472957575 
null 0:3.6589568339195897 5:2.2762708945293535 8:1.404176574526117 
null 0:4.59132327840646 8:2.103131934644962 2:1.8370465338599566 
null 0:2.516084626365245 8:1.1045621138825978 5:0.973374489306929 
null 6:2.2358336252633038 0:2.2110597000362895 2:1.0924210766614435 
null 0:4.149791839453442 5:2.0723779194013225 8:1.062147355553586 
null 0:2.8126717057769604 5:1.0307577070051064 8:0.8501694893854583 
null 0:3.744814010722148 5:1.9468704714280036 2:1.325243376841939 
null 0:3.593420274769691 5:2.1412731472886923 2:1.5316949964163016 
null 0:2.756242779930292 3:1.3114671858916778 8:0.6880388705133653 
null 0:3.7683208795726375 5:1.6209793687623868 8:1.0259597152893898 
null 0:2.7371207290923643 3:1.7592083535113634 2:1.3405415259096523 
null 0:2.689699532088874 8:1.0736205062180635 5:0.7768127903168671 
null 0:4.459280227114139 8:1.3984584254421255 5:1.3638302773015893 
null 0:3.9493590312783926 5:2.3157729898382953 8:1.0353929816156078 
null 0:3.3689658195058416 8:1.1999814868685232 5:1.1737819041175357 
null 0:2.22807232387707 4:1.4419087811829885 9:1.0104011240262027 
null 0:2.501349981043509 9:0.7014881363169045 8:0.4762023632610169 
null 0:2.402135841321039 8:1.5523306770768668 5:1.3217826824933157 
null 0:3.9732404851158964 6:2.3809406245622338 5:1.4597748044667316 
null 0:3.1728187060510016 5:1.587852490938759 8:1.1638103128846602 
null 0:2.0928495219190553 8:1.0957853673772682 2:0.6181625999923761 
null 0:2.4590750103641335 5:1.1055358571586227 8:0.8741764227694055 
null 0:2.3373388392076855 5:1.6266774559609383 6:0.7777018179166072 
null 0:2.8163604567695235 6:1.6567689073652887 5:1.5905406095856103 
null 0:3.1550263820545132 2:1.4534104282752285 5:1.2022629463992582 
null 0:3.0552167267925223 6:2.2995513034297086 4:1.6363932551518179 
null 0:3.427744912439219 5:1.901440060175592 8:0.7979672343072206 
null 0:3.7015120586284533 8:1.484270877344837 5:1.2854569740077855 
null 0:2.5680884424351103 2:1.988219033930188 6:0.9922365533998067 
null 0:4.640428824677 5:3.417763471527019 8:1.3080985147759379 
null 0:4.67343845744966 5:2.433799796819793 8:2.353871798384583 
null 0:2.9969294276056684 8:1.5159397668505301 5:1.2485851438265476 
null 0:2.664163543986254 5:1.4575459437825418 8:0.8753793960035897 
null 0:2.2764359608878992 2:0.8248765704395524 8:0.6456143901663821 
null 0:3.964455145693064 5:1.598859449632434 7:0.8851922042287125 
null 0:2.3847105543260882 5:0.8652007550659481 9:0.5590215431437321 
null 0:4.2255747095406635 5:2.112112427589573 3:1.0247688931045948 
null 0:3.4781883592812886 6:1.7538443724859754 7:0.8860997723853931 
null 0:3.2728060320315424 3:1.8395068081362367 5:1.5907338373933262 
null 0:2.924407715273153 5:1.856781284067762 8:1.32020740014648 
null 0:2.8232299111767634 4:1.9611721107789428 5:1.9593702950944216 
null 0:3.8558920375237182 5:1.7665121446736098 8:1.5128253233239037 
null 0:4.485963946750503 8:1.090747893830424 6:1.022754007100415 
null 0:2.923320042926337 5:0.9349117959979812 2:0.6451643076669455 
null 0:2.627420586415185 6:1.6524068414182476 5:1.6160269098357893 
null 0:2.8671344580706823 5:1.2565377224391645 8:0.9595211677674387 
null 0:5.051926760819696 5:1.5097957126757902 8:0.42652634078989254 
null 0:4.0973554575491224 5:1.6659481814642894 8:1.0241196565137947 
null 0:4.591135465200479 5:2.18094899520162 8:0.912296991649812 
null 0:4.055018031503168 5:2.2268678550642176 3:0.5562757338971259 
null 0:2.7141586850956263 6:1.7469908276376112 5:1.4753001923246978 
null 0:4.192579810890097 5:2.0711514963150957 8:0.9214726391055967 
null 5:1.389332578295331 8:1.3236873958773523 0:0.6129689322395693 
null 0:2.798786978538617 8:1.464124973441645 5:1.4451456054833438 
null 0:2.8759443856459708 5:1.478854084266587 8:0.909198015406661 
null 0:2.909199428307468 8:0.9124972338686848 7:0.6758738327951341 
null 0:2.8502711645750285 2:1.1797745144756193 5:1.0286140661840175 
null 0:3.7860343660205866 5:2.0847720298679424 8:1.207870921109639 
null 0:3.518965837787375 5:1.290953662948714 6:0.9681077614228031 
null 0:2.9659604114710523 5:1.130838166684597 8:0.9344205288880675 
null 0:2.901377093248091 5:1.6080237002463398 8:1.16439042523111 
null 0:3.071434223791282 5:1.660461578993853 8:1.398245060076663 
null 0:5.24934408450065 2:1.7847796463149173 6:1.4226506452467704 
null 0:3.1679161840580843 6:2.226757761879425 8:1.1418518414811338 
null 0:3.7658103142611163 5:2.3709351360394466 8:1.8435496859482152 
null 0:3.358396072419146 5:2.970254431842589 8:0.529275015455579 
null 0:3.5178603600597147 3:1.946678197312437 2:1.5012375895608536 
null 0:1.6548468292092466 5:1.057834812565488 2:0.6855032342277529 
null 0:2.5520604848302852 6:1.8614523351531131 2:1.1997156962375828 
null 0:5.6165497113549065 5:3.5699679043425387 8:1.2563947736516845 
null 2:2.353028955307016 0:2.2953269586289577 3:1.3863656158783504 
null 0:2.8063625611727425 8:1.3886843723270277 5:0.8661931471139036 
null 0:4.746752631824626 7:1.5366945074124094 5:1.233846260454177 
null 0:3.836108646286212 8:0.7890113370333492 2:0.732046053210584 
null 0:3.015069038273279 3:0.9655706365322112 5:0.6593612862313364 
null 0:3.0763174154911592 5:2.4355816004633497 6:1.1362005343722907 
null 0:3.5669949411878275 5:2.011360752136985 8:1.3143592730973084 
null 0:1.8148724343652862 5:1.635560435695812 8:1.210799856719493 
null 0:2.8683253229510743 5:2.2814021768741966 6:1.4231622467604947 
null 0:2.944826656766897 5:0.8996420796011305 2:0.8766645604770066 
null 0:1.7128694208943969 5:0.98867512914432 8:0.710119411326038 
null 0:3.080837556477537 3:1.7565597204030934 2:1.3213052695977656 
null 0:4.717992959511249 5:2.151008907727433 7:0.6991132505330225 
null 0:3.973857364608416 6:1.3535640570948209 2:1.0152641535049312 
null 0:3.0806619901805363 6:1.262285820730372 2:0.9508300915474146 
null 0:4.089637164516237 5:1.9667900722300615 8:1.4372200008097125 
null 0:6.449851280051851 5:2.2508701331210674 2:1.4560024687336255 
null 0:3.1355384930277586 3:0.8547897754897589 5:0.813553085931735 
null 0:3.046674165727046 2:2.089903195920375 3:1.5849354664452333 
null 0:1.6888950663944333 8:0.5156815080437438 2:0.41676415956979024 
null 0:4.386443098311475 5:1.6464969088683958 3:1.3090413995975618 
null 0:3.216107471095487 5:2.235994911333768 8:1.2853870049775964 
null 0:3.0816336281777956 5:1.3937348275886405 8:0.6593450911382095 
null 0:5.512033780901573 5:4.139643573027177 8:2.0916704633157037 
null 6:1.7417103250523116 0:1.235559102544025 2:0.6721814726852202 
null 0:4.460908259791693 2:1.766941044131448 6:0.7292369107366646 
null 0:4.1924494634339 2:1.4294987976058342 8:0.8231438811272405 
null 0:5.632979912675767 5:1.8919771548940254 8:1.5414932432760808 
null 0:2.7337213981527446 8:1.5934059213824634 5:0.9624451167450276 
null 0:3.388086346340395 8:1.140884257517303 3:0.7491304046398032 
null 0:2.1653072538755453 8:1.2030137855205618 3:0.589570056155213 
null 0:2.803276486400127 3:1.4154104423658964 8:0.8357276704156927 
null 0:4.000113875745914 2:1.0731142145572434 5:1.0285363092116995 
null 0:3.867225679836225 5:1.2944791673462641 8:1.1249699250972904 
null 8:1.6676612187091644 0:1.5316417333115746 5:1.1973174444431482 
null 0:4.056989468858329 5:2.32880435122435 8:1.1504682153663142 
null 0:3.3743131298606426 8:1.2093163165931007 2:0.7891165553933011 
null 0:3.5413416500964674 5:1.302964076073325 8:0.9871084758267761 
null 0:5.748635626136415 2:1.7799149271261936 8:1.2205012981117482 
null 0:1.9935047346315924 8:0.9307264780182213 2:0.6867159116527997 
null 0:3.198920814729063 6:2.1810962701354137 5:1.101905535790859 
null 0:3.209844312057492 2:0.8972159058419417 8:0.6154222712172173 
null 0:3.034081253672806 5:1.5074296422847893 8:1.220574159626386 
null 0:3.6950762614808594 5:1.661262278024104 8:1.1689990715651757 
null 0:2.615342735991582 5:1.2061222379315464 8:0.7121330360865111 
null 0:3.6800134455667695 5:2.5777300849791542 8:2.22125143176318 
null 0:1.8131653860427115 8:0.7346653938335628 5:0.4074051273921354 
null 0:3.4871119407538482 6:1.5607783581292207 8:0.5774129371159741 
null 0:5.088191968547348 2:1.320382503867544 5:1.1046972149257834 
null 0:2.6623825453667465 2:0.5638453632809511 5:0.49293379639387425 
null 0:2.9839694497679505 8:0.9189681446175556 5:0.7807418398908615 
null 0:5.240795364165626 2:2.3652707290567085 8:1.4774463999035137 
null 0:3.1620758777497726 5:1.3851700041195634 8:0.9322109590596122 
null 0:2.60497922956406 2:1.46023604603422 8:0.8261833942957608 
null 0:3.1544781764111396 8:1.1830764976018253 2:1.0655521060984532 
null 0:2.534955618332969 5:1.6573985056248064 6:1.578475430183827 
null 0:3.160699450857725 5:1.243664258222491 8:1.2111888881910573 
null 0:3.4192674128461578 8:1.0585179808029488 2:0.9126043272447698 
null 0:2.420066504783885 5:1.4066546267533486 8:1.3501753514658636 
null 0:2.883619503294934 5:2.0389136433371475 6:1.756753486879221 
null 0:3.881667923134982 6:1.0704685252463755 8:1.059957787130786 
null 0:3.6498022690325826 2:1.30909025808955 6:1.2814055241390687 
null 0:2.4560921450166484 5:1.7081877676747719 8:1.5152883656125908 
null 0:4.004511490176874 8:2.135487632904193 5:1.7550894894578346 
null 0:3.0444619079981474 8:0.9193472813022519 3:0.5952965994568404 
null 0:5.177644162678302 5:3.630327617115676 8:1.9014857100142921 
null 0:4.242318399561679 8:1.7696900877166164 5:1.157273214416522 
null 0:2.448319404794232 8:1.2641335723164338 5:1.188979261730427 
null 0:4.584807065709546 3:1.3912694305710631 8:1.2148400749395276 
null 0:2.563259563627967 2:1.0995568065880443 8:1.039186674416379 
null 0:3.2602924051707483 5:1.4046050054033317 3:1.0454252134938018 
null 0:3.9043334881540552 8:1.1439024242413418 5:1.0470391420602005 
null 0:1.6110768126196333 5:1.0783348952883696 8:0.8758359953688895 
null 0:3.5128889059072463 8:0.8390324556596037 5:0.8030177818061984 
null 0:2.491033107854645 8:1.0000624428907396 5:0.8386293251377082 
null 0:2.888871288824201 5:1.2697207310690624 8:0.7231555279338003 
null 0:3.6848765283424707 2:1.6616878441398901 8:1.4707542353727616 
null 0:3.5157963270880552 2:1.889094519239296 6:1.3594629808874452 
null 0:4.849438440015892 5:2.6030444054261848 8:2.166173833486526 
null 0:1.7382294897985744 5:1.0058518424322707 6:0.9529682729446193 
null 0:2.4786779679871307 8:0.8662948291825742 5:0.6953824828897757 
null 0:2.6367509912744787 5:1.28228340252134 2:0.627993072709635 
null 0:4.206090676038148 5:1.2723020531197453 2:1.026172100471255 
null 0:2.168733666438098 6:1.4745654335715823 5:0.9823785613603941 
null 0:3.866296840468959 8:1.4228075109010665 2:0.961887824595821 
null 0:3.8155226162365787 2:2.4590991017021318 3:2.240981568608684 
null 0:2.1438962557534316 5:1.0609134359739159 8:1.0127813975597955 
null 0:3.0679127504585697 7:1.4615970538081537 9:1.1764845981177128 
null 0:3.5538584518692176 8:1.5866004319567055 5:1.0097796444425622 
null 0:2.4965424492665016 8:0.9743221853589085 3:0.6405593925319445 
null 0:3.2821702357897964 5:1.0700832995160985 8:1.0033547856596243 
null 0:3.057201108120442 5:2.113487944289774 6:1.7130968605465755 
null 0:1.8977614252069166 5:0.9110851429249345 8:0.8944377442664144 
null 0:3.7443103660082544 2:1.4352433730377983 5:1.0374672904989457 
null 0:3.032104094748347 5:0.9896753096155089 8:0.9807721860851806 
null 0:4.533329068311567 8:2.3410052357695843 2:1.7360613868353993 
null 0:2.0801407236631544 6:0.8592553642751071 2:0.7616451557414349 
null 0:2.4851126851837733 8:1.1358872678706045 5:0.8738928418973408 
null 0:4.30629079372607 5:1.6891604400224394 8:1.0969330144605847 
null 0:4.745588651425764 8:2.0554969875481635 5:1.6928410173189348 
null 0:2.5636459820852076 2:2.342557325544951 6:1.3265318895897518 
null 0:2.6308873467717095 5:1.9386651831565571 8:1.210899471471765 
null 0:4.30257096787281 5:1.4244504702177139 6:1.1145721239897661 
null 0:3.3679439478777806 8:1.0445050186298537 6:0.9473075397923962 
null 0:3.0660092470055345 5:1.3310193986915146 8:1.2186666098151773 
null 0:3.6244816658567114 5:2.0477378248745297 6:0.776074749813833 
null 0:2.5167280924921314 5:1.2098684843935763 2:0.6710548937150553 
null 0:3.1251843894686537 8:1.1291009857419956 5:0.8528702999881624 
null 0:2.8428754416840656 8:1.6943661210324537 5:0.9235058549312867 
null 0:3.268815063149942 9:1.0228737365776706 8:0.8653541914549757 
null 0:4.286038407470022 8:1.8308765444064603 5:1.6806742327499289 
null 0:2.4693119251025792 3:0.8576203591055837 2:0.8089239657589858 
null 0:1.3426672850764858 8:1.2142511072984885 5:0.7183935466290833 
null 0:3.289801390867703 5:1.3689476060918258 8:0.6758120578325597 
null 0:3.636707062190839 5:2.3502418422761053 8:1.65345781359674 
null 0:3.8138921641357926 5:1.198492793974022 8:0.8191715226996524 
null 0:2.297752402806344 2:0.9100833499820731 8:0.7537345768772078 
null 0:3.3830449056268805 5:1.1365548772753884 8:1.082626507384611 
null 0:2.7469737221862682 3:1.3309053236147275 5:0.7694486578581023 
null 0:3.839649483295967 6:1.7550362688519225 7:1.0654264384346996 
null 0:1.8340220879146731 9:1.1483026597239228 7:0.8188055420430569 
null 0:3.0802776894687978 5:1.0755748635400546 8:0.8454855496858605 
null 0:5.200222950404619 5:2.648736495638848 8:1.3331591243033833 
null 0:5.264400677012083 5:1.9580054406640748 8:1.4185835295966283 
null 0:2.4937190765933406 3:0.910174519662539 5:0.8323136958511849 
null 0:4.936386959809898 5:3.8415341267707817 6:0.7590195000079936 
null 0:1.902793893409594 5:0.7666279063214937 2:0.6488332481889485 
null 0:1.5774723386907403 8:0.7764966422088544 5:0.7208281612162064 
null 0:2.3139735612731305 6:1.3959732824831217 5:0.6651700283087584 
null 0:3.2648806454173025 5:1.7691509540137784 8:0.7788049835590527 
null 0:4.095685917409942 5:2.3749345115253147 6:1.110960811373581 
null 0:4.753157303125106 5:2.1756376197062535 8:1.9710751710434793 
null 0:4.106980864505372 3:1.2673532792432767 7:0.5062571933883322 
null 0:3.789282951599184 5:1.2780069324543946 7:0.6703632826356037 
null 0:1.8825527619708273 5:0.6730840772760247 9:0.40680089369009187 
null 0:3.564103779181913 5:2.498751209453634 8:1.16869923571927 
null 0:1.6594422203288968 5:0.8018710170193951 3:0.6893276322056591 
null 0:3.487997267673773 5:1.3161155358762417 8:0.2557371571444917 
null 0:3.1340764391612126 3:1.6221502700393038 8:1.392115353775211 
null 0:4.320786805046581 2:2.2285995161750876 8:1.429436808550361 
null 0:1.887142002547253 5:1.0495560680296392 9:0.9127561409973723 
null 0:6.010056809023091 2:1.643658811540223 8:1.6109495817085078 
null 0:3.6552650267749263 5:1.7959586542232338 8:1.7010904179672417 
null 0:3.63926014638439 6:0.8294999542170712 8:0.6770458579406711 
null 0:4.448681875345392 5:2.468639597915612 3:0.7150882661181035 
null 0:2.4944673943305253 5:1.149427363091162 8:0.3573250327182146 
null 0:3.161769611619415 8:1.1244976675097929 5:0.9087034539704305 
null 6:1.9999416350742372 0:1.7924233671930845 2:1.029686336296292 
null 0:4.252954774825389 8:1.7321885717864929 5:1.1348304459422394 
null 0:2.8840957319283738 3:1.3039983498549048 7:0.4580898911131121 
null 0:3.863958102179169 5:1.7160874419957415 8:1.613090328054079 
null 0:3.1750882759084833 5:2.1330078130181804 8:1.96742929838288 
null 0:3.4307358276172333 5:2.4718781713375453 6:1.4508729716020028 
null 0:4.042156834119486 5:2.460826220161574 8:0.8068213231530219 
null 0:4.652037416597977 5:1.3522481363707488 8:0.9038015551857392 
null 0:2.4071186012246986 5:1.3630703510357782 8:1.0309458297441696 
null 0:4.325457688286522 5:1.539938820504087 6:1.234145416669696 
null 0:3.5625794249482485 5:1.9416113634906476 6:0.5304837209184954 
null 0:3.58294154631729 2:1.174520708662029 8:0.9148607323036648 
null 0:2.295569333453208 6:1.200924705979039 8:1.1442380364899007 
null 0:3.9993406979007617 5:1.37158575958281 8:0.9790262142857751 
null 0:4.82054502699613 5:2.3937631710053138 8:1.020996965400376 
null 0:4.562130821866595 8:2.0385879551122725 2:0.5304726787588229 
null 0:2.1358303043613907 5:0.7192057669492512 6:0.45684044675651064 
null 0:4.5305278428124796 8:1.7721251752628588 5:1.609928946972816 
null 0:4.4448795865962465 5:2.1225950340774213 8:1.3288095950459253 
null 0:4.622667793410401 5:2.100848473477705 2:2.099381503109434 
null 0:4.1138749724407235 5:1.6333483531048418 8:1.5233966812981083 
null 0:2.249379296098994 5:1.3819068087249953 8:1.31083568296628 
null 0:3.2763557571297937 8:0.6769272772447976 9:0.4732340890720121 
null 6:1.032877311019492 8:0.6890778912653035 2:0.6481324739900032 
null 0:4.481298100166498 5:2.029634061782202 8:1.6629460248469727 
null 0:3.379058735216717 8:1.5665945593392816 2:0.9889323294092921 
null 0:2.686179155838456 8:1.626702425403144 5:1.208273332520366 
null 0:3.782638503362068 8:1.57773748593271 5:1.0812161206361706 
null 0:2.69600178469534 8:1.3760718859355645 5:1.290496489882861 
null 0:3.410303790016255 5:2.2224736037779214 8:0.6286294864086204 
null 0:2.1784488439141225 5:0.9630505391916697 8:0.7248998795545557 
null 0:5.098625429488785 5:1.892769975566728 8:0.8963154180515197 
null 0:5.010400619629487 5:2.2611309058465903 8:2.132507242717497 
null 0:5.485073585397563 5:2.217572137566679 8:0.6047762598762386 
null 0:3.0629574060625835 5:1.4489185865583922 8:1.4367999137680878 
null 0:3.538847294827259 5:1.5797852955875122 8:1.022625429853521 
null 0:4.841269437377853 5:4.150436448816235 8:0.8132626676321254 
null 0:3.2133026620611287 6:1.6448148449633724 5:1.5145493208728906 
null 0:3.0889617287376514 8:0.9033720842208487 2:0.6896706374087137 
null 0:4.098091342701087 8:1.4030973845437682 2:1.1321155321652556 
null 0:4.3601304442455735 8:1.77711463117607 5:1.203596307296317 
null 0:2.8564691602257763 6:1.3363157441895643 5:1.0732570201821174 
null 0:4.7205493391017415 5:3.3469565173501388 7:0.36266244036396966 
null 0:2.9836768528228066 2:2.5892039668268523 3:1.8467090968990973 
null 0:4.970577922314562 5:3.0754368370423277 6:1.1794997402100402 
