null 0:2.3594728117065333 5:0.808779994076104 8:0.5867600614022407 
null 0:2.0322155753343947 5:0.5995541218557716 2:0.5567289470667487 
null 0:1.8500644481049122 6:1.0757563808251713 5:1.0668224403953896 
null 0:1.9292879299591061 5:0.8851435008640821 8:0.6597181424924135 
null 0:3.3926052601836756 5:1.1929801196688758 8:0.7203888164643292 
null 0:2.67404740403255 5:1.2334651947738628 8:0.9364504337324199 
null 0:3.0468166492239406 5:1.3187003664038501 8:0.938872019375764 
null 0:2.683437488012586 5:1.3922407581277128 8:0.6242502821283413 
null 0:1.687555147210177 6:1.242701866209473 5:1.0152298568368001 
null 0:2.6490178618589684 5:1.4093262697624742 8:0.8473038016607556 
null 5:1.0149197365663414 8:0.7612901750208572 0:0.4167861823840692 
null 0:1.8222092204675235 5:1.1494137191990825 8:1.0683870724950735 
null 0:1.9886267097156047 5:0.9496234981681884 8:0.7873660608550382 
null 0:2.1000787034770254 7:0.5448136347843963 9:0.5388901298404034 
null 0:2.0546207015452453 2:0.8224672091804927 5:0.7507510108521867 
null 0:2.5167005479004305 5:1.5134806475190303 8:1.125371392726867 
null 0:2.3549081984901177 5:0.9344799710877368 8:0.7749152332381722 
null 0:1.9162431220920482 8:0.8053225270781529 5:0.7696145331857364 
null 0:2.0238485912730644 5:1.277826284007912 8:0.9728278931887846 
null 0:2.0481488764753677 5:1.2308224022441752 8:1.095806494301996 
null 0:3.476385093374097 2:1.2629741338109644 8:0.95806108748967 
null 0:2.0500976076365287 6:1.4725789050602645 8:0.793496895834867 
null 0:2.637649933988676 5:1.646895702829709 8:1.4541889443124214 
null 0:2.1647612533146905 5:2.002658504452012 8:0.6925221560931335 
null 0:2.3327413666744694 3:1.350736206854085 2:1.289393641238979 
null 0:0.9935675583406254 5:0.7261454922929492 2:0.5323874548611457 
null 0:1.7122874804303814 6:1.3220543625095382 8:0.7594961667073261 
null 0:3.920010728071789 5:2.620955217956509 8:1.2991292739668658 
null 2:1.6495535315004446 0:1.5408839583073421 3:0.8649452082107422 
null 0:1.939644249315779 8:0.7964993362343241 5:0.6871750857595851 
null 0:3.1608244204595635 7:1.0451639354319202 5:1.0084411699810514 
null 0:2.556987883234 8:0.6611149753476349 2:0.6003042082717405 
null 0:2.119119581870854 9:0.7201657994119405 3:0.6319423400178927 
null 0:1.9579102586497337 5:1.7996433698422827 6:0.6755496188324388 
null 0:2.304946392106589 5:1.3863659563220008 8:1.109155141792676 
null 0:1.3183897414477816 5:1.1380367938623737 8:0.6181217254188965 
null 0:1.7904712677768968 5:1.6983728416257549 2:0.9355110050359862 
null 0:2.115302971356673 2:0.7385796570692749 5:0.6431180753534431 
null 0:0.9717396464614911 5:0.8066372369581722 8:0.4615481204934301 
null 0:2.0668593340417276 3:1.1103740604392782 2:0.9783889900150898 
null 0:3.0291870030730728 5:1.471527336942331 8:0.7201086529896912 
null 0:2.7159282754031753 2:0.6674591276993271 6:0.6153213577226269 
null 0:2.0725837591175913 6:0.7302779288742962 5:0.6466908790000464 
null 0:2.7191588775488973 5:1.3935591900068334 8:1.1734807133886986 
null 0:4.305714807057958 5:1.7579293999654204 8:1.2349524965770398 
null 0:2.0937262080357804 9:0.7271479627692278 3:0.5747672511794335 
null 0:2.129991855421435 2:1.5122226419968063 3:1.0362668345414545 
null 0:1.2394652903207966 8:0.3612969655895998 2:0.34557764186121515 
null 0:2.818061675820086 5:1.1478320045503694 2:0.8224232796856011 
null 0:1.8799999849884383 5:1.5228062051481062 8:1.115266353702151 
null 0:1.9125090523799961 5:0.8352524906906678 8:0.7039437388082116 
null 0:3.7499848079466958 5:2.752240031508296 8:1.7359474895941933 
null 0:0.908139431502754 6:0.8805163815514471 2:0.4918172753235574 
null 0:3.0017147429096265 2:1.2282741411989408 5:0.8532101777881524 
null 0:2.7447804683457875 2:1.1704589132915744 8:0.895338161626036 
null 0:3.737639810938376 5:1.6291307713559695 8:1.3620576825944206 
null 0:1.8040266145899548 8:1.1049151427190287 5:0.7986853229649509 
null 0:2.2348875576458713 8:1.0068320520502088 5:0.5731590660646185 
null 0:1.461140922780188 8:0.7614448859319202 9:0.3761540221676339 
null 0:1.8484390896367073 3:0.8829677129424549 8:0.789516442975307 
null 0:2.5971809375286603 2:1.0352891135721638 5:0.9437073653698513 
null 0:2.575479308785691 8:1.0105748299591726 5:0.8989529400196931 
null 8:1.2198857562531975 0:1.1119173875460704 5:1.0285414994970297 
null 0:2.5476882091130975 5:1.6020690243495577 8:1.027177985481625 
null 0:2.268336815301915 8:0.9488300419997484 5:0.5772436277024755 
null 0:2.5962804592103415 5:0.9594358919204584 8:0.8237593409252335 
null 0:3.851230128471488 2:1.3944752593665866 8:1.160136301704486 
null 0:1.413780530441087 8:0.632479205575656 2:0.4691869986502406 
null 0:2.067419014027332 6:1.3185143200754923 5:0.8553186188004437 
null 0:2.2394084818672377 2:0.6812774294253655 8:0.590647674790762 
null 0:2.0521823074936414 5:0.9993142542952149 8:0.842563784399771 
null 0:2.4145052456016947 5:1.1542081665653858 8:0.9552872032237704 
null 0:1.619929537420797 5:0.7966507038525541 8:0.6514290003517964 
null 0:2.329364462743278 5:1.9424452458034054 8:1.6029553890194135 
null 0:1.3086328985181954 8:0.5548903821407386 5:0.2750942868384338 
null 0:2.4167433432179743 6:0.8852330401221759 8:0.4675355271306122 
null 0:3.3742122647609327 8:1.0562372839845824 5:1.033836855301432 
null 0:1.6894018777124922 2:0.47292737354675274 5:0.37031135692662126 
null 0:2.0976175728320925 8:0.7235679171971505 5:0.5095597400894861 
null 0:3.5610372405718302 2:1.8542887292809875 8:1.1553183415572292 
null 0:2.02864255618327 5:0.880807303578874 8:0.8283942247776607 
null 0:1.7010988997808505 2:0.9557641924320665 8:0.684368243617833 
null 0:2.109061336378098 8:0.9175776042064123 2:0.6408139870769624 
null 0:1.6793799193769996 5:1.3472242986870164 6:1.039261051702028 
null 0:2.2639923851940043 8:1.0035743523688128 5:0.9122490658309617 
null 0:2.3295630283754756 8:0.9010585881832445 5:0.6779698817953661 
null 0:1.7068368667055074 5:1.063245704486967 8:0.7784979119529949 
null 0:1.9580287442767323 5:1.4063829791117681 6:1.1353467941400166 
null 0:2.7371317293882056 5:0.7693632480518802 8:0.7578234116788242 
null 0:2.308871553404484 2:0.9306952856478868 8:0.5258936635314007 
null 0:1.5668277444749343 5:1.11076720585779 8:1.011981615500929 
null 0:2.6596973003514965 8:1.5961884468410823 5:1.5085755783118195 
null 0:2.043633071639157 8:0.674631908795857 9:0.564853659616151 
null 0:3.499423908127565 5:2.4102424060548495 8:1.5217692887895344 
null 0:2.739729049424613 8:1.4696530936263101 5:1.36138930686829 
null 0:1.6515941559676914 8:0.9422544001323273 5:0.9185541471744898 
null 0:3.1468990260328247 8:1.0396204406243488 5:0.8830980435505748 
null 0:1.7677466120751522 8:0.8489021504914618 2:0.6839825155520068 
null 0:2.110984272688168 5:1.1340599488643353 8:0.749485911270273 
null 0:2.62230258276397 8:0.9065112902489941 5:0.7489104701900402 
null 0:0.9394202138134788 5:0.7781651780545781 8:0.6215479733996297 
null 0:2.4382646302762603 8:0.6776334004972207 9:0.6334218157533976 
null 0:1.6686236349524304 8:0.8316234544714682 5:0.5459293719470039 
null 0:1.9396692517035568 5:0.7939415054240577 8:0.7905650984219784 
null 0:2.58704010331592 2:1.2938589613523017 8:1.1745145475131853 
null 0:2.396179285158142 2:1.2115513758247527 8:0.7791301776811572 
null 0:3.1664847320492817 5:1.8915041374674637 8:1.651668760233586 
null 0:1.0653285381641517 5:0.6569112506127134 6:0.5821130552796904 
null 0:1.7435002121776553 5:0.5621627241884616 8:0.5577990069187567 
null 0:1.7942678489622592 5:0.8985564790231042 2:0.5347897654194629 
null 0:2.8728648445223524 5:0.9518521207666902 8:0.8948840647881592 
null 0:1.4065797382798892 6:0.7882481313858012 5:0.6783303083948757 
null 0:2.672639343243162 8:1.0555480568011455 2:0.641801848398279 
null 0:2.5987572295627346 2:1.6520517197232814 3:1.6335916730045184 
null 0:1.4194235032693139 5:0.7769332142173592 8:0.6360981192131953 
null 0:2.053662507139973 7:0.9281209171267626 9:0.8573678055860604 
null 0:2.3509667851228806 8:1.1509282919740556 5:0.8238432244952928 
null 0:1.681039677901654 8:0.6131289473747646 5:0.5958767384518079 
null 0:2.159388349880696 8:0.8798966924008115 5:0.8158686400020002 
null 0:1.9651933526851841 5:1.471923351262489 6:1.3338412184443373 
null 0:1.382433054382037 5:0.6790689346967737 8:0.4648577739688322 
null 0:2.538363138531049 2:0.9393447894428705 5:0.8648454881450822 
null 0:2.0526647445310164 8:0.8270668123286299 5:0.7436443670791751 
null 0:3.160365980281582 8:1.5915013701059753 2:1.3785886050983651 
null 0:1.337790950754557 8:0.5150986695535812 2:0.5051673750661965 
null 0:1.6918664471009266 8:0.8205520327146715 5:0.638733605544389 
null 0:2.868234153411097 5:1.2058975863906616 8:0.990607524011281 
null 0:3.2195571516879022 8:1.4834828009429462 5:1.2446910151678403 
null 0:1.7553220451249592 2:1.4770421068750974 8:0.8896417353513711 
null 0:1.875870425912653 5:1.1715904033293607 8:1.1288885417009737 
null 0:2.9142805051262783 5:1.066058787398944 8:0.9886783150206222 
null 0:2.292066873629861 8:0.7861181923017541 2:0.6650559989088992 
null 0:1.9437757010794452 5:0.9622780028383151 8:0.9591419353880517 
null 0:2.407985321578973 5:1.5455865458797877 6:0.5174934564996959 
null 0:1.5790197401716557 5:0.9938101202580795 2:0.5957455072937403 
null 0:2.258861456093041 8:0.8674218579255744 5:0.7167149387531717 
null 0:1.8671674629507875 8:1.0221336406275863 5:0.7582742985467468 
null 0:2.2236083234532105 9:1.0018638174579977 8:0.7474898309384855 
null 0:2.8010703492358875 8:1.4811487035908426 5:1.2776070834047837 
null 0:1.648723117510519 8:0.6404998172457448 5:0.596512310485067 
null 0:1.0795025396402207 8:0.9894023691131985 5:0.5959153305764439 
null 0:2.0197318467157968 5:1.000066501305177 8:0.6381236183806794 
null 0:2.4261788613506536 5:1.684650813947113 8:1.198291182466495 
null 0:2.616325038417272 5:0.8002263972867067 8:0.7679938374790874 
null 0:1.6395057795342431 2:0.665592579158206 8:0.5485188953701843 
null 0:2.2706801046530694 8:0.7905480170784354 5:0.6920052434404277 
null 0:1.7230153014105374 3:0.967133118622334 5:0.6584520868730396 
null 0:2.5665040371679226 6:0.8694991364561381 7:0.5876822351916101 
null 0:1.1825628336196885 9:0.7321225922170296 7:0.5672366298812694 
null 0:1.962534929535832 5:0.7798849524844388 8:0.7696600190678816 
null 0:3.4833892433712443 5:1.8640233762306768 8:1.1954374488114194 
null 0:3.515859863484388 5:1.6276112128583797 8:1.2427920812289641 
null 0:1.6348254076945157 5:0.5786338573859211 8:0.5388661935309823 
null 0:3.303591019068098 5:2.7666626754752914 8:0.9546257792292996 
null 0:1.2128426938888124 8:0.6364506608178117 2:0.5544246245246836 
null 0:1.040488258868092 5:0.52187622425999 8:0.5119300892617179 
null 0:1.7511821494977342 6:0.7010936581760105 5:0.5696423124379714 
null 0:2.0525477156494167 5:1.1059121706377208 8:0.8189592439987233 
null 0:2.6158299503353213 5:1.7174741532506639 8:1.0462196220578954 
null 0:3.164899428652481 5:1.5923234200728842 8:1.4463097923046961 
null 0:2.6713850100148817 3:0.8996191717303312 8:0.4543979187382991 
null 0:2.414492801502493 5:0.9098484226393132 7:0.45380647634754334 
null 0:1.3030504416773616 8:0.39863418430902203 5:0.36761394891060123 
null 0:2.2339356897634026 5:1.5496658487484536 8:1.1676902186709746 
null 0:0.9594027699027421 5:0.6376554558660417 8:0.4321222310656066 
null 0:2.42700804104993 5:0.9276357852312865 8:0.4567907173198293 
null 0:2.094216230611289 8:1.1422557092376169 3:1.1326889391645427 
null 0:3.0219324255783055 2:1.5058803661391735 8:1.1935253164921653 
null 0:1.1399117998410944 5:0.8606727038756439 8:0.6935561895965705 
null 0:4.0269407542191935 8:1.501577729180477 5:1.4745305289963662 
null 0:2.489608495038318 5:1.3884224852394083 8:1.1773280154229009 
null 0:2.5332528314971987 8:0.6451171239766706 2:0.5100030489414978 
null 0:2.8124988559986543 5:1.671749062154212 8:0.6914520741899172 
null 0:1.5819757929899845 5:0.6675718517155489 8:0.6066137697795789 
null 0:2.141014196708915 8:0.8788343343188744 5:0.6636996809245276 
null 0:1.1601763526401594 6:1.1590216559083728 2:0.6481865325615009 
null 0:2.865948171355422 8:1.2412263681934694 5:0.9220637552453314 
null 0:2.003945849518881 3:0.7216203534610759 8:0.36835107912895715 
null 0:2.649617825350013 5:1.3988434985698543 8:1.2972189496790427 
null 0:2.0822444071985613 5:1.4421322276952406 8:1.196440294680699 
null 0:2.172748711744247 5:1.987371896282396 8:0.8249326355450222 
null 0:2.587913205251631 5:1.7329161617985953 8:0.7263717899247816 
null 0:3.0179037699620683 5:1.1361307742008273 8:0.8730333720594831 
null 0:1.5097902383029786 5:0.8822716212095615 8:0.7638146986670669 
null 0:2.942137520652151 5:1.1153562408042998 8:0.6961825002455245 
null 0:2.3103476598154957 5:1.4549232048554679 2:0.30644447317287254 
null 0:2.5534777435288856 8:0.8187183355619831 2:0.753123605375754 
null 0:1.4992067224128809 8:0.8523369555976503 6:0.8230508824116627 
null 0:2.7138417813990654 5:0.9497348843320161 8:0.8124240760603036 
null 0:3.1722896523434496 5:1.7579532479968192 8:0.9894817957207191 
null 0:3.209733795315237 8:1.497228929415508 5:0.5741133496336618 
null 0:1.6431631090427294 5:0.5239048765071787 8:0.45613989165753654 
null 0:3.0020498876018897 8:1.3833745082118525 5:1.3358455720327735 
null 0:2.9855372242012397 5:1.6567543332901058 8:1.1587244092673257 
null 0:2.9858927184943163 2:1.6082761897108488 5:1.43616196526323 
null 0:2.720767063902613 5:1.3151062164303606 8:1.2626602300612768 
null 0:1.4196239615492658 5:1.0471726100834637 8:0.9832660681425854 
null 0:2.275804483302216 8:0.5726422103327974 9:0.4294607117916688 
null 2:0.5851445892461273 8:0.559584271362259 5:0.45142761953793464 
null 0:2.8938401813709778 5:1.503138566716845 8:1.3689814993396519 
null 0:2.4072657040841383 8:1.093663804058711 2:0.5942068816163439 
null 0:1.9450143369072643 5:0.9174610226388101 8:0.8946742812037078 
null 0:2.5950383200197 8:1.3265535161953967 5:0.9104777105372871 
null 0:1.8012516662227662 8:0.9818644540795989 5:0.8683452949629331 
null 0:2.233371838990123 5:1.7832680842868498 8:0.7685764243633009 
null 0:1.5270834964347235 5:0.6144290219764598 8:0.45790229794539067 
null 0:3.322452710530625 5:1.4703648897010524 8:0.9387597382792694 
null 0:3.4308970631293723 5:1.8207614748623147 8:1.6568064832232605 
null 0:3.594590104004678 5:1.7998616074508547 8:0.8248801966916265 
null 0:2.2058040411801696 5:1.0468902981058446 8:0.8265189523364769 
null 0:2.277872314825043 5:1.0136200471767525 8:0.8426304547258813 
null 0:3.129620554126577 5:2.8139829878307716 8:0.9237922766537896 
null 0:2.136980953462457 5:1.247560940710616 6:1.017427082260479 
null 0:2.138199294611325 8:0.7428879580183765 2:0.5562522990678106 
null 0:2.85603797589913 8:1.0213598508237414 2:0.776115890199529 
null 0:2.9366120428636675 8:1.2895950951295791 5:0.9271631784121549 
null 0:1.9785926341364344 5:0.7966886485290083 6:0.6560372801514739 
