null 0:390.98518839814835 5:155.46114691459198 8:67.90463375448726 
null 0:470.4005074917032 5:180.1388570371554 8:149.4869615033165 
null 0:220.88663166824793 6:182.7834760878563 5:182.4373032008199 
null 0:385.90182241734993 8:166.49062841989132 2:100.2533179736392 
null 0:421.11837056057567 2:260.3440011563986 3:190.21869441081537 
null 0:239.91339665893207 5:131.0076522428083 8:117.76649546851397 
null 0:368.765819660248 7:310.56028229299056 9:106.26722581746768 
null 0:442.0124021066181 8:235.16452392284236 5:127.19723092634578 
null 0:256.1030394398301 5:82.42876362470776 8:57.295617226246264 
null 0:404.41146386368985 8:133.02403347641854 5:103.88218570131589 
null 0:457.764194808999 6:300.30298306047234 5:253.70797354623514 
null 0:218.81332841208635 5:155.8742208998442 8:101.1714596112212 
null 0:416.27222984394496 5:229.81586789634105 8:162.0819526016365 
null 0:307.17069796418184 5:154.94730474348722 8:141.0068463078425 
null 0:498.35621797477006 8:301.8329679991675 2:230.3815242372949 
null 0:255.16604503239532 5:179.90412088251642 6:95.34555665227461 
null 0:284.9090128115384 5:176.18978371081343 8:169.3551151239462 
null 0:491.4032802974405 5:205.35402635635035 8:149.03374234689528 
null 0:516.3665712110881 8:279.0826020353254 5:242.94659885590778 
null 0:367.6081728761644 2:260.11279154478615 8:190.2368893124041 
null 0:377.3235619687819 5:273.4539494355104 8:157.31841893372817 
null 0:500.53457585744525 5:227.68595937333353 6:95.67978532778432 
null 0:348.72752811518427 5:116.0640812894409 8:96.54292155379026 
null 0:363.2468001985242 5:192.5284658297099 8:150.45728668363833 
null 0:564.404744615284 5:378.97418842688717 6:245.0891193144905 
null 0:290.80810248354703 5:288.8478953454184 2:140.81705573645812 
null 0:421.12403514093364 5:169.79836535827337 8:129.65537953498531 
null 0:347.73886575897905 8:240.83386817002335 5:159.23988418222535 
null 0:385.56737416863206 9:176.53301327272385 5:157.1188835182576 
null 0:462.91110454220814 8:227.1646392663386 5:210.46130104657044 
null 0:238.34917820906614 5:168.35736811698837 8:112.66178654406131 
null 0:239.72810833812267 5:155.6301281968317 8:152.74136341932947 
null 0:391.26326350432686 5:211.8675894457417 8:120.93273579983823 
null 0:492.80301979507493 5:341.4078211443936 8:186.26292399722405 
null 0:417.956509587421 5:202.14986336305398 8:66.47783462250706 
null 0:216.2140629016271 9:96.29514571596971 3:90.08795891921058 
null 0:383.13958884109996 5:190.08160788957872 8:155.93872002246823 
null 0:309.2131262854352 5:229.03518904913258 9:91.36227826663787 
null 0:575.1574356540722 6:306.60158063148856 7:160.34119424104844 
null 0:146.539378123075 8:142.3967714921153 7:129.13201424805072 
null 0:358.9566195288699 5:197.24818821268258 8:137.2821718879352 
null 0:727.8548765530691 5:393.9654596879814 8:168.8278282393315 
null 0:713.6929322637515 5:321.0747703839094 8:187.81508774803632 
null 0:306.64545985837685 5:164.4348750583988 8:105.80871716517524 
null 0:739.2921300919321 5:604.5495348823814 6:141.7634944921394 
null 0:261.8859363407681 5:131.51649512305372 8:126.67107682405027 
null 0:180.89276729986602 8:140.83517831044216 5:113.23332625901345 
null 0:275.81706724900897 6:183.62550849706452 5:163.34525883022562 
null 0:431.60004146527893 5:258.19109610869253 8:158.86092504890016 
null 0:510.51242478955794 5:371.5307914253821 6:197.65611147676154 
null 0:509.66015749992044 5:349.85946430224107 8:234.7825299260398 
null 0:504.49272197955406 5:132.4550110485532 3:87.20622656927819 
null 0:547.300428343318 5:171.64759243890862 9:78.94957536559876 
null 0:250.96589589647405 5:141.3895476091019 9:78.05074337222067 
null 0:428.8988065759388 5:338.4890526917213 8:174.17499903870032 
null 0:202.98197834090678 5:138.7755853964292 8:106.58312782992917 
null 0:406.814653974968 5:233.84601131689328 3:59.42714065069183 
null 0:326.7697199269287 2:228.39098351974977 5:217.98257057081625 
null 0:470.70260314568895 2:298.57515766115307 8:226.1890718390043 
null 5:185.1210563999673 8:135.6884122040254 9:108.02806698712476 
null 0:810.5033870980628 5:256.7485007166315 8:249.596619226885 
null 0:341.91792982146393 5:292.0140232380526 8:229.3614371950792 
null 0:468.4253993001351 6:201.14099973135134 8:124.34826954111941 
null 0:581.1384507574019 5:428.1986325262777 3:53.368856211855075 
null 0:319.19231209491295 5:156.4335927068017 8:133.7550871484053 
null 0:291.3097516518481 5:209.94189484873627 8:147.97414721981352 
null 6:281.2353595575336 0:183.19355815155808 2:158.03478532890327 
null 0:441.1516093877943 5:196.30026629867055 8:189.4716972681946 
null 0:371.47255760528196 5:106.55226676500502 3:90.5078244043494 
null 0:472.68754155008673 5:268.3962054309999 2:255.08530681050996 
null 0:405.24916236603104 8:252.61866986625643 5:246.47328623540426 
null 0:472.57334228137984 5:420.45832618324846 6:212.7101628905374 
null 0:563.5876557025709 5:422.8769335486309 6:226.21585336345527 
null 0:609.4965208059592 5:249.4258609534345 3:97.72541473145164 
null 0:263.6718300090069 8:179.48849759082918 5:165.9192817761584 
null 0:486.3821166072542 5:207.21479382863825 6:172.6606445766183 
null 0:562.5156019308207 5:256.8113099127468 6:74.66589822453358 
null 0:489.1649568011024 8:185.23317007996047 5:119.03489801656744 
null 0:247.02783500203526 6:133.4935599551576 8:132.0764165459683 
null 0:486.9412585956869 5:199.51143340676273 8:145.95635522811023 
null 0:629.7537742504468 5:410.24749424782294 3:102.4884814758528 
null 0:460.8033486979642 8:247.31903818236145 2:107.46763773539404 
null 0:308.070563061861 5:132.4591262650271 8:58.72408402356405 
null 0:564.0438453800032 8:256.49120180651016 5:185.05566830387423 
null 0:521.1405196096318 5:321.9661983833812 8:177.35427173146832 
null 0:583.2844950525472 5:359.4603825141345 2:202.4084818515388 
null 0:527.4562880313309 5:221.57736122451385 8:206.90632257422837 
null 0:293.2329421228441 5:189.8459854866763 8:103.78110085727627 
null 0:320.23518220904424 5:98.52648144143552 8:84.08050036421224 
null 6:114.11136264160996 8:106.72810782901831 4:91.58679011743735 
null 0:512.8703863566981 5:293.8000369408666 8:226.11529503604427 
null 0:408.15067035272085 8:201.39742596664829 2:113.63463066415797 
null 0:329.05281936252425 5:196.38716670358815 8:149.76558563702733 
null 0:450.4848092424331 8:320.88915928640637 6:200.62032824296608 
null 0:292.697660082603 5:233.65600494325201 8:155.58816834829312 
null 0:448.80935768954953 5:360.6897234294341 3:93.03936008791132 
null 0:280.48585957630394 5:174.89909911231672 8:49.80412425958392 
null 0:702.7413894741725 5:345.7692162597286 3:116.42980522971177 
null 0:614.9109334209826 5:370.45509238822797 8:302.44229355771523 
null 0:725.7618634961028 5:416.1370146129452 8:67.44740969199462 
null 0:362.2004682842809 5:211.46113991362918 8:183.37594168476443 
null 0:446.9599793698361 5:231.68072592163105 8:183.93867421258122 
null 0:739.0952823823885 5:706.942059982913 8:229.49987178865655 
null 0:438.06171633007307 5:279.4714730581197 6:231.81401828124152 
null 0:296.25891938898434 5:186.63926528560478 8:46.21084894504844 
null 0:454.0641264189065 8:167.49489403879858 2:122.00287569929819 
null 0:513.019180989459 8:222.5544627452814 5:142.27724241449965 
null 0:374.83621993561496 6:171.01051088851017 5:149.60050703779027 
null 5:673.9999770912098 0:656.9054728660319 8:139.1677572458574 
null 2:325.51747194930726 0:283.26659252815875 3:210.41601235629525 
null 0:764.8237969942953 5:434.22177861808734 6:136.0880283779883 
null 0:336.67023317777193 3:290.20026673044134 2:229.5241180625599 
null 0:214.47258079764185 2:168.87965842688115 3:158.3417644636474 
null 0:408.98140414843107 5:273.5712145837336 9:162.66133566291356 
null 0:840.3043824362392 5:744.0258419967096 6:112.31893808868244 
null 0:559.1841562727799 8:258.2330824571936 5:205.62075827844788 
null 0:256.96413676106016 5:186.77527779346045 8:75.79594134475727 
null 0:281.0962118745653 5:159.96306013460787 6:119.90310170534647 
null 0:338.93992052395976 5:207.4718284053781 8:144.87668819362926 
null 0:244.06793369510896 5:182.7149818255503 6:99.73041705387558 
null 0:538.8763908711757 5:392.31959026649275 2:169.3440461963203 
null 0:288.47452077172204 2:185.64537436030912 6:128.35370353509867 
null 0:274.9966749914982 5:177.87344506562843 8:144.05771783777928 
null 0:230.47747769979912 5:156.51312828977515 8:110.64757368992117 
null 0:411.5725412902519 5:148.39490660887498 8:81.49664545537708 
null 0:472.38230954038784 5:172.29093957447074 8:77.07744487382854 
null 0:471.7019217911202 8:123.28033379402842 6:116.92647408982245 
null 0:451.2924442652931 2:207.25857917774027 5:176.933446970545 
null 0:422.96751450260535 5:220.64157339398 9:173.14123463805575 
null 0:254.6049505200661 5:119.79901967076063 8:78.39796712128113 
null 0:177.40317272223714 6:124.80781124723183 5:116.44759656884514 
null 0:488.6925665975459 5:245.3413120069691 8:132.1981834529593 
null 0:369.22876952030504 8:135.74445799479628 9:122.17437099951881 
null 0:370.97686034168 5:154.52666940032776 8:136.75855604115156 
null 0:257.4105751485691 5:154.28542438274656 8:127.67417641487111 
null 0:474.2598306202212 5:195.27937961015542 6:126.14423455866329 
null 0:496.6280061850261 2:187.0232986621365 3:140.76344604516248 
null 0:558.5608950041692 7:281.5866874099241 6:249.70606670408472 
