null 0:10.033707261617005 5:2.96069653636219 8:1.6117978070708903 
null 0:6.76403502744808 8:2.0412765501795493 2:1.2871138692941364 
null 0:5.347363366199589 8:2.153684428669369 2:1.6917003186239439 
null 0:10.578946426472408 2:3.3513974825037263 8:2.2243695857513393 
null 0:7.526872864833926 5:3.7506406493039504 8:3.3712955411831382 
null 0:11.221824790953194 5:5.595464438419272 8:4.395835663032594 
null 0:7.097037252437796 7:3.358611141714632 6:1.9879197491031064 
null 0:8.363544143121697 5:4.28408988655472 8:4.128817996247756 
null 0:8.817507907629356 6:4.926969042425206 8:3.612087259492599 
null 0:7.729245936874074 5:4.160492770503824 2:3.5373215175335275 
null 0:9.082199828282235 5:4.414025609143971 7:1.5968122488342111 
null 0:8.3154755914119 8:2.6174659890829606 5:2.589626578604045 
null 0:10.540120453547019 5:6.500478246451184 8:5.394091760156221 
null 0:2.88295314977302 5:1.5405509737183385 8:1.4034860165678669 
null 0:11.686249147008077 5:7.678196133320202 8:3.786945365354099 
null 0:8.274971856969193 5:3.7826376714315537 3:1.6232351896116657 
null 0:7.782903632351418 8:4.028730908268476 5:3.763205291415735 
null 6:3.9904565629182716 4:1.7489080387278249 0:1.3337289813429898 
null 0:7.2933656116225665 5:3.9143934396544444 2:3.707223778359403 
null 0:4.261156556490121 6:2.2286069656317085 5:1.8967662497689923 
null 0:14.301322711653127 5:7.163943025687298 8:2.9054546776826666 
null 0:8.308037318885031 8:3.5462698861552897 5:3.329500106153028 
null 0:9.447171536366945 3:4.74822754483523 2:4.19853740884035 
null 0:9.479613001083768 5:4.132285490526027 8:2.480321576019306 
null 0:6.007898461167169 2:3.4823323779896644 7:1.7033264665009846 
null 0:7.655231468323719 5:3.7195660845606926 8:3.3928737451537465 
null 0:9.851538830341447 5:6.059244592392139 8:3.0385962533529134 
null 0:9.376230046192452 5:4.466316852257476 8:2.862064923283689 
null 0:8.459448867974023 8:4.765183617114575 5:3.675567802238853 
null 0:13.114997006821122 5:7.16567032878566 8:2.6052477385344424 
null 0:7.459836454605959 8:2.5821707017621733 2:1.8309800547328994 
null 0:8.37676104969531 2:4.83651098212665 8:3.945489020582429 
null 0:6.649295421119039 5:5.752376968025498 2:3.1542706642116562 
null 0:10.868512246367331 8:5.006051462612438 5:3.3797314953430115 
null 0:6.519675765949159 3:3.867800610336626 2:3.1621325977417114 
null 0:13.194558193596162 5:8.847255667577596 8:4.462492426412643 
null 0:9.185817457351577 5:3.6092203376672085 6:3.5216611398575677 
null 0:8.76510116750384 5:2.9813862659008366 8:2.0334178274140298 
null 0:14.98961255286582 5:7.837078359653173 8:3.585380989364027 
null 0:7.3409488892429975 5:2.9952511564089295 8:2.2401095289673987 
null 0:8.380384864760497 2:4.100721793411351 8:3.3639192630577597 
null 0:6.880818008417516 5:4.243551565302857 8:2.2764032043839455 
null 0:10.832745796534116 5:5.440366398530361 8:2.069065101571701 
null 0:11.7941564506996 5:5.038125041976609 8:4.927094277675377 
null 0:13.861641637062602 5:3.6601437768815446 8:3.327152266988788 
null 0:8.186933818792271 5:3.232112200099537 8:2.935787047126539 
null 0:6.413098507096688 5:3.5613576651925802 6:3.219016080313182 
null 0:10.694366674843991 5:3.827512100824902 8:2.9870925181371644 
null 0:8.071919573143846 5:4.653486492959118 8:3.7928576426071547 
null 0:6.331903913994293 3:3.7340887174620447 5:2.1014893362874907 
null 0:8.28509535261685 5:3.921509580671819 8:2.5358402480361724 
null 6:3.7662383206168304 7:3.2042905076634076 0:3.0867475668745334 
null 0:9.166169627987518 5:3.2529296988998246 8:2.707531888591866 
null 0:4.75370006369039 5:2.429609284564661 6:1.645733774366893 
null 0:14.193242991861538 5:7.348212357858028 8:4.887711416196017 
null 0:9.8372064292857 8:4.080882587952115 5:3.6084005357520716 
null 0:6.6624329255361925 8:4.182662363461679 5:2.2724840970900915 
null 0:9.07253957688737 5:5.402583277184667 6:5.074663635257586 
null 0:9.186047035864448 5:4.93095265596099 8:2.763366588010812 
null 0:5.299592652236837 3:2.7939714630232886 8:2.641921943901837 
null 0:10.876839911262937 5:3.4674971974098883 8:2.8396096918681395 
null 0:8.680483098690638 2:5.515217912129569 5:3.2782969592264948 
null 0:4.318901567658797 8:1.9609592764404924 5:1.5129441838580375 
null 0:3.9727343087730045 8:2.043408621945226 4:1.8624498628218624 
null 0:9.572964432095517 8:3.16509194461208 5:3.0326078709324022 
null 0:11.402100073844634 8:4.01477486926788 5:3.985691797461048 
null 0:12.521442141567883 8:3.852573485356138 5:3.5969957878782686 
null 0:12.58664511301934 5:7.797396968908982 8:4.548757186963771 
null 0:9.796057854122967 5:5.612791994089195 8:3.80837006221024 
null 0:6.682383032209517 8:3.649545398174309 5:3.1545110968083736 
null 0:4.062971512784417 8:3.2893275586451978 9:2.5602361727122074 
null 0:11.941162531693218 5:4.134048902148218 7:1.8301545261886412 
null 0:4.29987144641891 9:3.496319332808828 8:3.163977751421948 
null 0:9.286230358275185 5:2.169521633149777 8:2.1469496462978617 
null 0:5.674891601891201 5:2.836881549562916 8:1.8642881060564074 
null 0:8.566468266625145 8:3.7004497506764715 5:3.6651440465159215 
null 0:6.302367465845236 5:3.681557096862319 8:2.719377218303677 
null 0:15.253849238822532 5:6.722004201716005 8:5.406063592680508 
null 0:4.0028236127468295 6:3.3992177565889636 5:3.0125073097250783 
null 0:9.644902469026391 5:6.060520288105508 8:4.091391794045186 
null 0:6.740494780159277 5:2.887666641230639 8:2.4077869955670876 
null 0:9.946790152695474 5:4.3436359432879605 8:3.0824397124294896 
null 0:10.527556613078163 5:7.03707144628894 8:5.7782123326098676 
null 0:6.302296536648746 5:3.1572898765939406 8:1.0546968923578874 
null 0:6.361444387582698 5:3.016567131252888 6:2.055211608802111 
null 0:8.116680320520045 8:2.8354423838346055 5:2.794015916119629 
null 0:5.237324174980318 8:4.53417874061787 5:3.9623556251698697 
null 0:7.838952718273948 6:3.7404451790312425 5:2.2591091031362485 
null 5:6.248502387023823 0:6.190134699157143 2:3.1316618761787205 
null 0:11.473519388947656 5:6.9592479526337145 6:6.02018524531699 
null 0:7.965686648392111 5:4.567779237681995 8:3.1634204702538713 
null 0:10.741316546246622 8:5.975146575898704 2:4.937631082746831 
null 0:5.970454773951434 5:2.399066523344044 8:2.176789926543345 
null 0:6.161140429295577 6:5.345564400145785 2:3.1125470298125824 
null 0:10.665370648020634 5:5.357193305126203 8:3.058826259590255 
null 0:6.790513321893605 8:2.5329577870301865 5:2.128950989928587 
null 0:9.729456521883275 5:4.748409181616396 2:4.063283481709412 
null 0:8.148188923656827 5:6.199835270663785 2:5.134516990357608 
null 0:8.473772130799393 3:3.311643332561446 5:2.462511226226838 
null 0:9.150692423391591 5:4.444414819892269 8:2.8989153144152864 
null 0:5.13578706797883 2:4.618819122147263 3:4.329818835482948 
null 0:7.951122635713329 8:3.2685983685923343 5:2.8382412430362374 
null 0:13.144714488555467 5:4.4775430390350595 8:3.72979235849295 
null 0:10.103120731021791 5:6.247960858495971 8:3.42904963241702 
null 0:8.577190690806766 5:3.3149308434940092 8:2.877734637239151 
null 0:4.353818484256428 4:3.0947734622148024 3:0.9794275037576918 
null 0:5.17521166129493 9:1.5631552556529922 8:1.4939230244878947 
null 0:6.3679010998993215 8:4.073949913673523 5:3.526809754838399 
null 0:11.175485876301476 6:5.614696943745357 5:4.634315673635579 
null 0:8.652291047910525 5:3.907844745277482 8:3.124374494507086 
null 0:6.564673817210201 8:3.3805953906473585 5:2.2086657328878077 
null 0:7.496806815888613 5:3.603102186482258 8:3.0849978566813667 
null 0:5.887778454017454 5:4.032520607024016 2:1.505423476626043 
null 0:8.252270400558075 5:4.7994854422164 6:3.8174792424987225 
null 0:8.353048131275585 5:3.905236255645541 2:3.742659780876375 
null 0:7.372199733260691 6:4.228045076721118 4:3.328634521525877 
null 0:9.198600537621715 5:4.775414899456194 8:2.597955064086964 
null 0:9.291476319818251 5:4.4396378774641265 8:4.267796537504049 
null 0:6.187197082476514 2:4.171316005065445 6:1.1936872794398938 
null 0:12.836957890154892 5:9.2321810343901 8:4.7835709136816815 
null 0:10.05057582752448 8:6.4462594886262625 5:6.2202503229442705 
null 0:8.359442036803902 8:4.21449096024128 5:3.5072006745343907 
null 0:7.520965826837231 5:3.626466696725763 8:2.7969590369682216 
null 0:4.591655060885417 8:2.4816870001120273 2:1.74245025940428 
null 0:11.07565794502762 5:5.077082872663012 8:1.280995306330869 
null 0:5.196385692077511 5:1.4202295352780836 8:1.0717264519360854 
null 0:12.507214561872475 5:5.807519258803877 8:3.8487979313430416 
null 0:8.027740589642985 6:3.4188498466882353 7:1.6185288971273901 
null 0:8.456115723980062 3:4.7313476769907785 8:4.723333750735225 
null 0:7.2399662615194735 5:4.861227638238357 8:3.9828851390666062 
null 0:5.785313658101039 4:4.322069826232085 5:3.711661202219307 
null 0:10.128064170558869 5:4.320055932194524 8:3.4807217295384913 
null 0:11.491473483571982 8:2.9913974277682613 2:2.358427489594575 
null 0:6.297562637450701 5:2.2110556419518077 2:1.2634654696072094 
null 0:5.875895416907361 6:5.020813126580546 5:3.2679280486928666 
null 0:7.513927638206627 5:3.444832625015665 8:2.2874495952526757 
null 0:14.19417957934745 5:4.907184438500775 8:2.135455960038662 
null 0:11.270178982739836 5:4.871171543735083 8:3.5419085411802347 
null 0:10.619895290647067 5:4.353246526130571 8:3.048222502072016 
null 0:11.518526393769465 5:5.720526056288339 8:1.8533081897853754 
null 0:7.562465736429393 6:4.304786975570835 5:4.193747075644206 
null 0:10.501415635839487 5:5.586653631981314 8:3.035436505739093 
null 5:2.9908373231186824 8:2.7986705449246956 0:1.6014437773340005 
null 0:6.280183688746224 5:4.110568812016401 8:4.041079598947037 
null 0:6.641916962444557 5:3.3201340019714443 8:2.8731760509733655 
null 0:6.896535973318248 9:2.286758641049861 8:2.208889045937011 
null 0:7.1929079212624485 2:2.4188674048852232 5:2.4107157682077567 
null 0:10.076682381500435 5:5.863896050389526 8:4.15274309638281 
null 0:10.96085372275861 5:3.7283531291331 8:2.6625461805876993 
null 0:8.294223511428815 5:3.752292756875526 8:3.3724891629098694 
null 0:8.454326784102143 5:4.1534076749467825 8:3.3205024182027203 
null 0:8.384468694407428 5:4.442009460944193 8:3.811202487748359 
null 0:13.59481679406141 2:4.574669212535406 5:3.405640786825261 
null 0:8.661101854675803 6:5.302364141352485 5:2.607124547609069 
null 0:9.330314192262833 5:6.285284565473504 8:5.474476791072735 
null 0:9.412286086634898 5:7.640355040156734 8:1.8606309078150594 
null 0:10.462539004444174 2:4.263272159995287 3:3.7701674542210886 
null 0:4.238117884707068 5:2.585613556304823 2:2.0276788839448043 
null 0:8.070830936769147 6:3.6570998910884294 2:3.218646551648907 
null 0:15.003237198621823 5:9.871278448505821 8:3.6851992200578922 
null 2:6.038333659370511 0:4.3898627523522995 3:2.7205270804564967 
null 0:7.268026794374624 5:2.6255785542994894 8:2.599438949958985 
null 0:12.966205470553353 5:4.41318887766615 7:2.616646971353776 
null 0:11.178182299599042 8:2.753990064119871 5:1.9364175452195973 
null 0:7.248937748224688 8:1.934909427638576 5:1.5586383476280583 
null 0:7.926097138185211 5:6.258474039219131 6:1.586055239173969 
null 0:9.22234261185706 5:5.459245256528744 8:4.124146369250848 
null 0:4.3797668401166945 5:3.6614374314007927 8:2.650603408759393 
null 0:7.1466248952734945 5:6.861344880796336 2:2.9909628013218112 
null 0:6.863325360636496 5:2.3543921382042705 2:1.8890660080547867 
null 0:5.9385810391320675 5:2.672051014267391 8:2.0615756854437337 
null 0:8.178305884148301 3:4.102164648685385 8:3.917823670518625 
null 0:12.451596770627308 5:5.401632056591581 8:2.557346753754335 
null 0:10.930460624370378 5:2.3267895806662087 2:2.279754127184536 
null 0:7.4778108480902 5:2.656232265572011 2:2.2976821020323617 
null 0:11.769157896652537 5:5.384263831949036 8:4.371901333913634 
null 0:17.26730974556975 5:6.821699957909487 8:4.193473033008355 
null 0:7.373660688590144 5:2.3097037544393038 3:1.9907906774576622 
null 0:7.75546304373199 2:5.322568802253453 3:3.1605310626958727 
null 0:3.348286285709732 8:1.2275278607125362 5:0.910683440322628 
null 0:12.960252054306046 5:5.304474140304895 3:3.489586087778581 
null 0:8.590798578687709 5:5.7382421017048175 8:4.689522190597049 
null 0:7.314728553290055 5:3.0769909056627127 8:2.4263726803064056 
null 0:14.211149437549196 5:10.553741883600551 8:5.539557395190212 
null 6:3.712019082631144 0:1.7550137657790914 2:1.672323092417993 
null 0:12.730576422703844 2:3.8294324261119312 5:3.135695581077992 
null 0:11.929420505799804 2:3.7754520187546565 8:2.20566715642287 
null 0:14.223195784968677 5:6.310345484089008 8:4.482297130254543 
null 0:7.483836179299697 8:3.9236403382074916 5:3.5769927645176622 
null 0:10.193065244487428 8:3.7497177134371467 5:2.917767650029975 
null 0:6.689798072751423 8:2.813970634932421 5:1.25923942893782 
null 0:8.804326096191481 3:2.5927111320040876 8:2.5648453854609587 
null 0:11.645480863419568 8:3.540175624203603 5:3.236853330355492 
null 0:11.750751511723825 5:3.9985161533790032 8:3.360847543536987 
null 8:4.064412257228744 5:3.1249650529197517 0:3.0840388174042674 
null 0:10.10177590315998 5:5.895284878084793 8:3.8198042902900493 
null 0:10.289443967600091 8:3.35177758525017 5:2.6855159040013423 
null 0:9.020813445868244 5:3.1433084699335443 8:2.364597974421062 
null 0:14.738235999335032 2:4.787263214817019 5:4.384005847137393 
null 0:5.579834615109377 8:2.0817050446088547 2:1.6056160537858155 
null 0:9.200152302174164 6:4.670009174366707 5:3.5690863137528326 
null 0:9.501286970674135 2:2.2537041215323157 8:1.7019511854158094 
null 0:7.190892236351094 5:3.5837460775367287 8:2.9652944612328715 
null 0:9.909913068520023 5:3.937977948838955 8:3.0435361609203335 
null 0:7.8319339244447725 5:2.850018068759689 8:2.199213991909279 
null 0:9.080004096766679 5:7.020404126759985 8:6.257124192141301 
null 0:3.767663266346254 8:1.6404754763546794 2:0.6106459409821026 
null 0:10.040508097683185 6:2.6544554035649224 8:1.3391105555725848 
null 0:14.41869131293104 5:4.20750566402224 8:3.1584429583937146 
null 0:6.216683517292907 5:1.787655109719927 2:1.6621281434366746 
null 0:7.008366231096713 8:2.5342048246379028 5:1.735436468239353 
null 0:13.853719023790802 2:6.306730742628924 8:4.656912427394713 
null 0:9.597546391257598 5:3.6445389674610573 8:2.9543478022834444 
null 0:6.763293301184911 2:3.3807064442536303 8:2.4346366909002546 
null 0:10.172866946434198 8:3.481239904261255 5:2.5806413696775676 
null 0:5.85893497530082 6:4.212178606312054 5:4.059945763005335 
null 0:8.032615258349741 8:3.315205088960172 5:2.8315257553012088 
null 0:9.416335011283953 8:3.1192855302913958 5:2.69425510350021 
null 0:6.341442840660236 5:3.9537905929095567 8:2.9179100326827676 
null 0:6.231215584460182 5:4.562046754366141 6:4.207885951016373 
null 0:10.315216734868496 5:3.1728117600745014 8:2.5799352582731148 
null 0:8.633286336854892 2:2.529591178345103 8:1.9251302507842765 
null 0:6.358642214278873 5:4.376484521625742 8:4.069282516342633 
null 0:11.04662139275495 8:5.9726020803471265 5:4.9876867069869135 
null 0:8.864054899441348 8:2.863394350363659 2:1.3219575011352773 
null 0:12.706924906628853 5:9.214787801771376 8:5.424904020818507 
null 0:10.222731238805094 8:5.246881165467971 5:4.767059814732122 
null 0:6.400261505341543 8:3.9742377623260032 5:3.7442851655034084 
null 0:12.896534154346392 5:4.192386643568939 8:3.3885098170319203 
null 0:8.070008774431685 8:2.9826801777730334 2:2.492246994618234 
null 0:8.491475414168873 5:4.468793488905247 8:3.2625117782411053 
null 0:11.404829762933904 5:3.4363238091366153 8:3.2833898263836025 
null 0:5.275095956695128 5:2.7847628444737875 8:2.458307835796749 
null 0:8.622143735959149 8:2.350184482378429 5:1.971570975835517 
null 0:4.019702707683625 8:2.904963292067772 5:1.910394663294551 
null 0:7.420583300282444 5:3.1137787840132445 8:2.575920055921038 
null 0:8.456113265341516 2:4.725092457237416 8:3.904684386510068 
null 0:9.659457682073686 2:4.314720587905856 8:2.625653981243751 
null 0:13.903582595129029 5:7.098302929087438 8:6.060107783124049 
null 0:3.83104799090045 6:2.5896776879872445 5:2.0508868575645507 
null 0:6.288306072342373 5:2.436105655672149 8:2.1443234077499724 
null 0:6.8232592069425655 5:3.157880286333203 8:1.4534226515168913 
null 0:11.81765523369726 5:3.6441092821384666 8:2.915111865469657 
null 0:5.378139446861507 5:3.132833884656871 6:2.982297247687342 
null 0:10.892124168014421 8:4.176788746648445 2:2.299116454903071 
null 0:9.586442835080394 2:5.954243330226785 3:4.722069264969049 
null 0:5.9477509455816175 5:3.193773278270497 8:2.5762692627694754 
null 0:6.7491405055079765 7:2.5487988266676616 6:1.8544913939469732 
null 0:10.58334277781722 8:4.284624281464921 5:3.0775090357266484 
null 0:6.864809937190209 5:2.7004148176790235 8:2.5038786114350278 
null 0:9.956682521874168 5:3.7398569171305995 8:3.1617247764985 
null 0:7.8344303908635435 5:5.732555015051778 6:4.333462190361013 
null 0:4.774962504771467 5:2.354714067334364 8:1.7298974958668134 
null 0:9.775245414250202 2:3.4110515017173486 5:3.3839892088666743 
null 0:8.663225883930108 5:2.9919300632279686 8:2.679148749870842 
null 0:13.116189097160404 8:5.616762743325739 2:4.316866021997267 
null 0:5.166334287313248 8:2.073440074731123 2:1.9385793438421866 
null 0:6.138562068722597 8:2.740474289117859 5:2.0699858367415116 
null 0:11.716308484008641 5:4.779549782928628 8:3.072946953466175 
null 0:13.781775227772194 5:4.954439873844486 8:4.778288625445956 
null 0:6.522439339900575 2:5.011641874206033 8:3.006427101746644 
null 0:5.165131817574112 5:4.028939174786016 8:3.5627649473340695 
null 0:12.019987375221653 5:4.641278841727058 8:3.320097666447936 
null 0:9.013957307895417 8:2.6504368259878284 2:2.0856508589531093 
null 0:9.253632947419433 5:3.91340017337066 8:3.5404590615649143 
null 0:8.059813860173767 5:5.8574178003258055 6:2.525637876056135 
null 0:5.618674128182185 5:3.5927245433202564 8:2.1579365599853513 
null 0:7.987425323655903 8:2.732707345023279 5:2.6616715565242903 
null 0:7.780165419267251 8:3.84048497856307 5:3.208763038430143 
null 0:7.217668898855656 9:3.0000527937941315 8:2.561807745417687 
null 0:12.59493078089007 8:5.508504399906011 5:4.890765530316538 
null 0:6.762707318944903 5:2.583245522590949 8:2.505324257150283 
null 0:3.2059890977976626 8:3.0017624542360544 5:1.8489822770528002 
null 0:10.049734446813455 5:4.0457472350590615 8:2.7540476152320097 
null 0:8.91984132556303 5:5.650910948884446 8:4.409760418349387 
null 0:8.736498552111351 5:2.9474955321147887 8:2.6013660180218587 
null 0:5.2166171930954786 2:2.131596391785134 8:2.0753407268870747 
null 0:8.351477900938626 8:2.8840842822000092 5:2.646582393712325 
null 0:6.320995695416484 3:3.5186868496747903 5:2.66012927831629 
null 0:11.117795197853471 6:2.8241471100417113 7:1.4273479330852634 
null 0:4.204792364976594 9:2.098018148337308 8:2.01819678019664 
null 0:7.312846853707244 5:2.8924258012969912 8:2.6740895582459383 
null 0:14.261679778816704 5:7.523635181118023 8:4.31102016583476 
null 0:14.081130129845935 5:6.202953485862951 8:4.120961016028683 
null 0:6.329492501183028 5:2.5744084551888067 3:2.484718142377022 
null 0:12.871855793210068 5:10.528631465458407 8:2.779143615641722 
null 0:4.672908022387894 8:2.120751217957206 2:1.9403861713081993 
null 0:4.15005481112634 5:2.0015962968611407 8:1.9967448807274473 
null 0:5.742387716542573 5:2.205683867599302 6:2.0781983449583303 
null 0:7.5054462722674815 5:4.187457301494048 8:2.7074730508455316 
null 0:10.570067097000747 5:6.383890959419866 8:3.3538027933408388 
null 0:13.185028629604373 5:6.2970281448830825 8:5.152812926677024 
null 0:11.859720394865409 5:2.570577074285075 3:2.4703771583782332 
null 0:10.147463050298658 5:3.235533642808306 7:1.1100626852206683 
null 0:3.948936431897472 8:1.4958277195008796 5:0.9254850989418238 
null 0:8.38297187552671 5:5.72417473814749 8:3.6467895095730714 
null 0:2.8167170804493296 5:1.7601567935849336 2:1.6984370149012438 
null 0:9.287379857044623 5:3.6447874931772466 8:1.3002555036401116 
null 0:6.8139546084857185 2:4.243044317949352 8:4.157847298417114 
null 0:11.278188929941196 2:5.563303708864579 8:4.210644830669097 
null 0:5.01726244728465 5:3.603437416141228 8:2.470804588215998 
null 0:15.717169579862066 5:5.624937822494489 8:4.661212569710218 
null 0:9.213809246299268 5:5.228828672526401 8:4.032071578620854 
null 0:10.63615670242245 8:1.6931650160118314 2:1.600096290534894 
null 0:11.833223188880089 5:6.173399839678626 8:3.1790710027374023 
null 0:6.246516641724294 5:2.618104875298065 8:1.7924010784711937 
null 0:8.126780787906398 8:3.104673743605927 5:2.9786573806233094 
null 6:4.056144253959487 0:3.882183608652159 2:2.4489753614192407 
null 0:12.325935078111895 5:4.3561040415020145 8:4.259235195665936 
null 0:9.466781873353497 3:2.2650744403687804 5:1.5984413048487691 
null 0:9.624707060273465 5:4.513234443192178 8:4.274542663412256 
null 0:9.13403485974318 5:5.103685001510164 8:4.500855415143171 
null 0:8.073188748422066 5:7.219720837132747 6:4.2580461877564675 
null 0:10.692508494541299 5:6.9636131151329295 8:2.2685663783278676 
null 0:13.651663037058134 5:4.41582284707814 8:3.3892964992888315 
null 0:5.693312621041236 5:3.6083141785335293 8:2.8648561579571896 
null 0:12.695050953651835 5:4.818344758267439 8:2.664836471359925 
null 0:10.506620687126217 5:5.625407481652133 2:0.7878348526935491 
null 0:9.013902105525114 2:2.3365374610000553 8:1.9775719929250284 
null 0:7.07300895783972 8:2.790653212702713 6:2.6480573600788873 
null 0:11.159267306055312 5:3.909668616468673 8:3.0534515419021044 
null 0:13.384541424334776 5:6.543976189948561 8:3.4584481342591245 
null 0:13.301083749188116 8:5.092371856311189 5:2.369880708085596 
null 0:5.410550062717753 6:1.2746948050365525 5:1.2047037510523926 
null 0:11.997213566016088 8:5.1759370719096935 5:4.864562642967698 
null 0:11.75255213222288 5:6.018840533001215 8:3.8785509130536195 
null 0:12.172416568477258 5:6.562341175867216 2:6.314517186482195 
null 0:11.688583025616927 5:4.7368808665661835 8:4.339137312577729 
null 0:4.70734787419903 5:3.754130024128674 8:3.3809782829908106 
null 0:8.398428071768883 8:1.7005311073410234 5:1.3996176824890147 
null 6:3.077529190310072 8:1.8686416169369537 2:1.8305940749693483 
null 0:12.735604322773916 5:5.804213291698972 8:4.875503552107256 
null 0:9.713979247879386 8:3.7587632436028184 5:2.402241325781855 
null 0:7.854550719374815 8:3.3545543140041953 5:2.9481446428889324 
null 0:9.860415653182582 8:3.465342114395149 5:3.175235861094659 
null 0:6.643076322363505 8:4.027492763899694 5:3.2880516767628847 
null 0:8.806327471864591 5:6.289586253575468 8:2.0850881667580023 
null 0:4.375769168909664 5:2.015953596158983 8:1.790490463251754 
null 0:14.680780995420367 5:5.702593706263784 8:3.7119477704030537 
null 0:13.836366315817001 5:6.244651757412894 8:5.812397453058232 
null 0:14.931324268552162 5:6.690683817655662 8:3.103354749448308 
null 0:7.490959016740506 5:4.100017181007926 8:2.9174622943012314 
null 0:9.098239719669166 5:3.8464929310442644 8:2.8798027653776948 
null 0:12.507559686008772 5:10.577049488337506 8:3.080041223118415 
null 0:7.895985057890986 6:5.077534910953738 5:4.8268836525415315 
null 0:7.426092640958882 8:2.6019680974855075 5:1.8687608401327729 
null 0:12.567386873801846 8:3.7393613961143535 2:2.597384091662013 
null 0:13.203204538016134 8:4.774116411148223 5:4.180547456198408 
null 0:7.714621997322103 5:2.836610893899018 6:2.673283839923331 
null 0:13.419841606077918 5:9.49622401797941 8:1.5859461956864307 
null 0:7.0670145006533485 2:6.348727560226797 3:4.277548625562407 
null 0:12.37893131466022 5:7.552854555543521 6:2.243413130258337 
null 0:6.559168354814312 3:5.678854035422199 2:4.847009533223418 
null 0:6.725249319529805 3:3.6461266836703237 2:3.37621076109825 
null 0:6.4820245293663366 8:3.602210430905105 5:3.583009438903494 
null 0:15.241219245942652 5:11.380988612077795 8:3.067344903848876 
null 0:10.945537150008661 5:4.58364295657659 8:4.113435738908113 
null 0:5.884621182219425 2:2.168018161911152 5:2.067385795123194 
null 0:5.033242760945027 5:1.7990858764225313 2:1.781294907980753 
null 0:7.618786410670784 5:3.166347580202668 8:2.2172616387624706 
null 0:5.555037233649491 5:3.480124196650229 8:1.9835912924298464 
null 0:9.982492818869881 5:6.720369355651518 2:5.075780024961879 
null 0:4.281665170028054 2:4.253759155077683 8:1.8100447581867316 
null 0:8.018102199025197 8:3.9813720726008666 5:3.136131253660566 
null 0:5.819385329395198 5:2.298491994464217 8:1.9010032229159564 
