null 0:5.806442343998204 5:1.099712949133898 2:0.918857922318395 
null 0:5.965247804424946 5:2.4218223475895093 7:2.1669881094035692 
null 0:4.975235825196142 2:1.6292394047332497 8:1.5169526397387487 
null 0:7.072631147074228 5:4.1738291406801595 8:3.7015374146402067 
null 0:3.333457072483057 5:1.7158460289473048 8:1.218180132016024 
null 0:7.7988323030676865 5:4.95387524908686 8:2.2476274151080053 
null 0:5.333816001230656 5:2.883984900735664 3:1.5244400648524223 
null 0:4.327442771614632 8:2.189156500583451 5:2.1755453699211786 
null 6:3.024734465136761 7:1.3525946035471763 0:1.07583382950222 
null 0:5.559974019536913 5:2.747442549936819 2:2.746277574828134 
null 0:3.804553677676681 5:1.4140514892044163 6:1.3483241964636832 
null 0:9.924165464096484 5:4.498263307315308 8:1.9312136134393199 
null 0:4.367129128516426 8:1.8964929141922806 5:1.6987321969629252 
null 0:7.1443156753923445 3:3.9473455427612274 2:3.047703047901063 
null 0:5.673255100847382 5:2.240889144393476 6:1.6398651126559811 
null 0:6.095762603429234 2:3.1909248660030904 6:1.0949549728526842 
null 0:4.549100224477315 5:1.8963818668556827 8:1.7550088911522446 
null 0:6.182532970889133 5:4.457282090496459 8:1.5914196463911203 
null 0:5.3231212238114285 5:2.3443234518981226 8:1.6101666039265488 
null 0:4.9642314716325915 8:2.4903155037693034 5:1.3912222730523809 
null 0:9.843687336148175 5:4.644647959260095 6:2.7932245546169128 
null 0:4.559885463712409 8:1.9181033014540227 2:1.291500641831261 
null 0:5.754725030199621 2:3.9186740079181006 8:2.2871640065265972 
null 0:5.455605042025948 5:4.675387104803486 2:2.904324110183024 
null 0:6.284013018787233 8:4.134880891158463 5:1.8821663006636782 
null 0:4.3072430048785435 3:2.671495419132838 2:2.309293108056867 
null 0:9.686001589449127 5:6.59007547759056 8:3.1797054220562506 
null 0:6.083131630383356 6:3.3220177496053034 8:2.1479727877672676 
null 0:5.068318408933256 5:2.230240077625639 8:1.6064906454614365 
null 0:10.053474633815673 5:5.095376937250826 8:2.3148546379178736 
null 0:5.282625002395724 5:1.6768564152520624 8:1.6508170476648714 
null 0:5.290208143695985 2:2.498876697813863 3:2.2496872945491138 
null 0:4.3694148231566174 5:2.718539367936362 8:1.9365241217286278 
null 0:7.925233829011283 5:3.722581555645566 8:1.3551768403659896 
null 0:7.857362308115808 8:3.603584669807312 5:2.392282917072697 
null 0:9.393037378585314 2:2.75440792706466 8:2.194729830267056 
null 0:5.7412377033110955 8:2.4005423743474954 5:1.9006255560842789 
null 0:4.729977030966331 6:3.1431854989468393 5:2.3311990817802086 
null 0:6.143896824602487 8:1.999713666069987 5:1.6972690573727236 
null 0:5.621233609205643 5:2.852361785255369 8:2.621298096694299 
null 0:4.8606699497367085 3:3.0198102896203247 5:1.8556927375581953 
null 0:4.8580474235592135 5:2.3844706953207124 8:1.530044686489719 
null 6:3.3715084967120936 7:3.2802295956617584 0:2.8669460796020543 
null 0:5.3438979842287155 5:1.9181053023849655 8:1.7544314836892518 
null 0:4.177199006522243 5:1.989514356426503 6:1.9120678886321099 
null 0:8.53302229906471 5:3.7473351405152484 8:3.0980062111898414 
null 0:5.652022450515524 8:2.5561661959405018 3:2.124793762184274 
null 0:4.891956151179903 8:2.2874665321078287 2:1.6051395306610434 
null 0:8.595775972603947 6:4.98599727491559 8:4.066462964196445 
null 0:5.986194211825353 5:3.020760273134863 8:1.8571749486577185 
null 0:3.969402715650175 3:1.4767635366728125 9:1.399613618298092 
null 0:5.765425976724265 5:1.7538562755964102 8:1.4891482414277661 
null 0:5.777391887542348 2:3.9366385774275536 5:2.658777820293764 
null 0:3.621633951727715 6:1.8188032353362347 9:1.106378978462778 
null 0:2.5735732737458057 8:1.5259056490780327 5:1.0552383603099633 
null 0:5.448996349174594 8:1.6667860498733684 5:1.0416116971273843 
null 0:5.933929242435993 8:2.3947092326222754 5:2.1608642900529644 
null 0:7.245652762939977 8:2.1971997151573386 2:1.2207946725850147 
null 0:7.821574967989773 5:5.512748252737828 8:2.4748278777768498 
null 0:8.000628302267964 5:3.4194408767278293 8:2.6611870212929976 
null 0:4.7983897986974045 5:1.7746579578255124 8:1.6773709153667613 
null 0:3.2492933459199294 8:2.465306030932084 9:2.1265160197633413 
null 0:7.62027900924383 7:2.278795190011498 5:1.7470782214446199 
null 9:2.9040453869403384 0:2.4841984764615885 8:2.1288943259423796 
null 0:6.439243436817824 8:1.5422014042056749 2:1.1009346452842916 
null 0:4.900151056563282 6:1.9340749521605176 5:1.8410624589447626 
null 0:4.638571143900952 8:1.8688469870372781 5:1.2332784616878139 
null 0:5.201759374389445 5:3.376178012544971 8:2.3318648454914204 
null 0:9.912873087100635 5:4.136307254721545 8:3.8686996043021273 
null 0:4.169176141507557 2:1.7697878490289782 6:1.7508270233648489 
null 0:6.069155369479108 5:4.548752741970295 8:2.690249064249472 
null 0:4.171072210010325 8:1.4287469695890926 3:1.1185802125689792 
null 0:5.951732997738244 5:1.816790606563942 6:1.5976561037958785 
null 0:8.693163355384911 5:5.054695224669863 8:3.875626623666964 
null 0:5.138385209806391 5:2.116073293072282 9:0.7220064620134498 
null 0:4.506279813422001 5:1.947140549112225 6:1.8764331969161392 
null 0:5.7590030739453235 8:2.116844144904117 5:1.6059060979482167 
null 0:3.7782007162774036 8:2.80219194468822 5:2.449479450738474 
null 0:5.096396555201789 6:2.686911847501028 2:1.6348283728632687 
null 0:4.9469967750185715 5:3.957499920166275 6:3.117479464163329 
null 0:10.473867753724763 5:6.311227634713317 6:4.734646578936419 
null 0:6.109232496438389 5:2.914636639347522 8:2.2639600453813014 
null 0:7.781440151420579 2:4.805744757686068 8:4.048984157062589 
null 0:3.984810128862605 5:1.4416605751554845 8:1.4415427661284836 
null 0:4.713704682768193 6:4.1068407714482715 2:2.6045262164075145 
null 0:8.26252156239064 5:4.495517000027158 8:2.8255638307630253 
null 0:4.776401143844534 8:2.177748544024655 5:1.9140257605508944 
null 0:6.391927990736411 5:2.9260562269693158 8:2.846643913677131 
null 0:7.693292919400153 5:5.528460560873239 2:3.6160494709344566 
null 0:5.488951624443816 3:1.8327049425434891 2:1.2698638219990173 
null 0:6.644979468847127 5:2.57646414284442 8:1.820654250940724 
null 0:4.739729204232353 3:3.105791464817812 5:3.040519805030792 
null 0:5.000238077152743 8:1.5066298240129201 5:0.8800917114320846 
null 0:7.255264065286783 8:2.255080398576859 5:1.7825777730845453 
null 0:6.851342633998321 5:4.053102902612212 8:2.14836336724081 
null 0:5.759603937320154 8:2.0799493416667394 6:1.6247302447308742 
null 0:5.241092413998104 4:3.1474157434519276 9:1.4817255150102489 
null 0:4.366938077491652 9:1.9313775009910696 8:0.9199970829264368 
null 0:4.623812098814624 5:2.651903305819148 8:2.53560118397311 
null 0:6.5946700792911335 6:3.513115981806416 2:2.2864774134590355 
null 0:4.969018470730404 8:2.2427779255380025 5:2.100756551408438 
null 0:3.641742966460275 8:1.6347470093272227 2:1.4786493802185983 
null 0:3.6259812979716624 5:1.834546815998266 8:1.3534023603365577 
null 0:4.517115037214071 5:2.4353056072102173 6:1.6038802137206796 
null 0:5.151122391045415 6:3.805525117946505 5:3.1355261960242298 
null 0:6.295465209938463 2:2.8191253121884627 5:2.60507204612878 
null 0:6.467352843784602 6:4.174824618655507 4:3.370247915684278 
null 0:5.828306533895048 5:3.028444886608946 8:1.543359499845392 
null 0:6.296831601744443 8:2.813107286925733 5:2.123100040976674 
null 0:4.577309884391187 2:3.351630320698885 6:2.1511847764023493 
null 0:8.881176276322842 5:7.076303208727549 8:3.7683618993648063 
null 0:8.35076148473694 8:4.443533777983461 5:4.358205847009576 
null 0:6.063952127987038 2:2.7950597999796383 8:2.6209335362173403 
null 0:3.9203697621554388 5:1.7637898856083611 8:1.3199467198998591 
null 0:3.915986735861094 9:1.4327630769013981 8:1.4217325994710868 
null 0:7.410635102449021 5:2.96073140088185 7:1.483715125888718 
null 0:3.6745123942782083 9:1.3563077433427388 5:1.2871817032312245 
null 0:7.009183541142392 5:3.227328537338478 8:1.8737496195938894 
null 0:6.663848269842801 6:2.8825779764270862 7:2.701784857324202 
null 0:5.811885962964343 3:3.2371907008194536 5:3.183220523244464 
null 0:5.1419828544647315 5:3.4535324123861746 8:2.653348091464013 
null 0:5.247344963597601 4:3.6574164346592246 5:3.3846027573110806 
null 0:6.081201476009026 8:2.2508059260900177 5:1.7998668424013131 
null 0:7.992501987415229 8:1.9880112439638853 6:1.692449453144096 
null 0:5.0593740725384615 5:1.24074415351695 2:1.1602471680269493 
null 0:4.441396069172759 6:3.304641297378636 5:2.784957119142735 
null 0:4.706728251771418 5:1.8529259938603604 8:1.2381398021656809 
null 0:8.70494509902801 5:1.9679005582139923 8:1.5736412310536358 
null 0:6.9064702506658024 5:2.469909014687562 8:1.9819101543364464 
null 0:8.57648548244583 5:2.8949151825539756 8:1.8925047555528502 
null 0:7.206991841530659 5:3.655552733383283 8:1.658140219200622 
null 0:4.956505035839845 6:3.247907007808064 5:1.9389906733957598 
null 0:8.19683258893729 5:3.3653229945840417 8:2.0127017838469605 
null 5:2.6941707024822787 8:1.9438971036277233 0:0.7663652064897482 
null 0:4.801228939100537 8:2.136162127997862 5:2.0010531564027323 
null 0:4.308613505624509 5:2.283349785068946 8:1.863325278209148 
null 0:4.802255422818102 8:1.5396610155049437 9:1.4947371635337543 
null 0:4.855610143319901 2:2.0581823665433396 5:1.8886860822892348 
null 0:7.601258652826711 5:4.281489547054407 8:2.916805374619053 
null 0:5.800902845380458 5:1.8072585051370496 8:1.6060472100163556 
null 0:4.391241990402461 8:1.6392623879395054 2:1.4380472080894715 
null 0:5.730640090935822 5:3.546003726847823 3:2.1947078425125373 
null 0:5.715167783544839 5:2.7765332576943265 8:2.5610581224327498 
null 0:10.373085340797658 2:3.3834331564278606 6:3.3097113504126616 
null 0:5.902478613698462 6:4.297600819587349 8:1.6899522388422186 
null 0:5.746895390036313 5:3.884499203435073 8:3.8522837598951414 
null 0:7.166981849635918 5:6.459013453942239 8:2.443078650018507 
null 0:6.46326834692415 2:4.183445600177141 3:3.4526851005389627 
null 0:3.2115607205793237 5:1.973243512188489 2:1.8104894188950933 
null 0:4.965674011030286 6:3.492309500332006 8:2.343256091698499 
null 0:11.03974186047793 5:6.984385780634087 8:3.6296449751536413 
null 0:4.563198469718126 2:4.55798424332593 3:2.412757367089164 
null 0:4.471293208899407 8:2.013540291306188 5:1.3723750211558616 
null 0:9.261358313473599 5:2.4578602882887988 7:2.4430005087370787 
null 0:6.982851409693152 8:1.1848022637273672 2:1.114122518732337 
null 0:4.959625595394559 9:2.2612411934773 3:1.242422620096441 
null 0:6.235544359471386 5:4.678721169618954 6:2.894432758562871 
null 0:6.2372262229244715 5:3.4178218068806747 2:2.479256316426749 
null 0:2.978714316201087 5:2.8353369854734383 8:1.6169203643079275 
null 0:5.73261389749431 5:4.763935469645481 2:2.3722011648428745 
null 0:5.14447133500447 5:1.5879453584827061 2:1.5497563891090904 
null 0:3.3756142977313766 5:1.8856292302002855 8:1.0545397715373015 
null 0:4.949191343143358 3:2.992480546677553 2:2.744518909169544 
null 0:8.072686609916257 5:3.27254289783534 9:1.4727543486845567 
null 0:6.851756834284492 2:1.696443649875756 6:1.5334334433829304 
null 0:5.5209768575781535 6:2.0474277379577677 2:1.4241250375494556 
null 0:6.8254152666100785 5:3.042348448392187 8:2.737790330176759 
null 0:12.01372339916729 5:3.8722182043196396 2:2.942984847441499 
null 0:5.260123169274055 9:1.7661430227913384 7:1.3169768987727601 
null 0:5.8717333345385665 2:4.181187528570609 3:3.0746965167213274 
null 0:2.742830733424162 8:0.7388771870294257 2:0.5391707913225267 
null 0:7.462738411166201 5:3.123679305426948 3:2.6720165289319073 
null 0:5.225653970244511 5:3.6232876004682857 8:2.8541395695422804 
null 0:4.919992606058218 5:1.7637539285340658 8:1.5637131607717398 
null 0:10.360529420903788 5:7.344083262538559 8:4.247043902656535 
null 6:2.7281030171743543 0:2.6924167521399514 2:1.4513656915756807 
null 0:9.307658985796412 2:3.662227052993439 6:2.546422826135038 
null 0:8.736054774181957 2:4.07420075702629 8:2.115295539009667 
null 0:11.591309679541524 5:4.3803660733227865 8:3.35465883568708 
null 0:4.804716694588261 8:2.151006828501962 5:1.3064243262278408 
null 0:5.101884085102099 8:2.0096862266457034 3:1.1944011046781364 
null 0:3.8203127173193505 8:1.5508499411038872 9:1.1907763226273396 
null 0:4.988544765444472 3:1.9373837710160844 8:1.6584082729773773 
null 0:7.76975380257686 2:2.882585909831361 8:1.8634823016319155 
null 0:6.049597890399238 8:2.11568488614523 5:1.5715316044856045 
null 8:3.0834645159218463 5:2.7631654789707105 0:2.254261462148115 
null 0:7.329834731859806 5:3.363217888699545 6:3.0720694705848253 
null 0:5.426294756879581 8:2.052636720678016 6:1.186338513882569 
null 0:6.459184768308202 5:2.4172899442443123 8:1.8128361736321539 
null 0:10.371901463589715 2:3.4664707566401987 8:2.5124393133330045 
null 0:3.694983053386089 8:1.4355618494996825 2:1.1243148288300175 
null 0:5.265798747851885 6:3.4860407446472745 2:1.6766644973431124 
null 0:5.721400907781666 2:1.352957751089158 8:0.9591847601735577 
null 0:5.2129460872729965 5:2.463486888171972 8:2.1761544341248857 
null 0:6.457007254224411 6:2.0749879247854253 5:2.0085969871664564 
null 0:3.8070177658164583 5:1.4238113359067421 6:1.3175701550003223 
null 0:6.249617616453351 5:4.621624694598439 8:3.837654882513505 
null 0:2.690012910447296 8:1.411984736307941 5:0.6049610441514042 
null 0:6.933431432342189 6:2.937721996701636 8:1.218808269171072 
null 0:8.8336186078414 8:2.2058969046292822 2:2.1831365960183757 
null 0:4.828723308858901 2:0.7084925811070759 9:0.5417992457670804 
null 0:5.047967019993532 8:1.5056853745380805 9:1.1667450539394602 
null 0:10.361078381255822 2:4.992928220178577 8:2.9678527879383867 
null 0:4.667027771997016 5:1.5261354658809112 8:1.4404357522450912 
null 0:5.105515037904825 2:2.692382295734406 8:1.442255768907854 
null 0:5.519424635167666 8:2.1526758254209986 2:1.6705862185232399 
null 0:5.6884969710886875 6:3.694692079255158 5:3.6705748752059644 
null 0:5.715707173747779 8:2.613305587831622 5:2.049694112763247 
null 0:5.837899569147094 8:1.912942884179507 2:1.5202383635870345 
null 0:4.210451474460851 5:2.08873774176706 8:1.9087865927183634 
null 0:5.324870858711082 6:3.626491517217449 5:3.174370492922903 
null 0:6.606440702209949 8:1.9418113315459418 5:1.5405545662729192 
null 0:7.2283494552155 2:2.460424674144859 6:1.772144326710777 
null 0:3.5811457303251775 5:2.177482822627038 8:2.0602942854916804 
null 0:7.248966937717004 8:4.123837326276348 5:3.447890307380107 
null 0:5.875629913103314 2:1.3714956128259992 9:1.0722047316084895 
null 0:9.668975259062131 5:6.094609407601185 8:3.6938675312451124 
null 0:8.543924802130803 8:3.4687108628153656 5:2.079574592541749 
null 0:3.9147195631718725 8:2.1457911397340714 5:2.1423561631593007 
null 0:7.828389859880255 8:2.204186837767405 3:1.4654243041143202 
null 0:3.9054465604768334 2:2.090895172248102 8:1.7417605963307228 
null 0:5.906251321152495 5:2.592343273076318 3:1.7228291832222498 
null 0:6.423466783392891 8:1.4883444551079792 5:1.1227017575397673 
null 0:2.7866898457047973 5:1.42594723382416 8:1.0325374995502132 
null 0:6.614986691049028 8:1.4638633061666855 9:1.3185472966378742 
null 0:4.374449743059066 8:1.8767754579815907 5:0.973848699097341 
null 0:4.559258408426206 5:2.006051880754621 8:1.7817806082561143 
null 0:6.278145033631684 2:4.16298521090929 8:3.2903944192395747 
null 0:7.086521039599848 2:3.199191467828697 6:2.9088754317344314 
null 0:8.128855672086104 5:4.237198173744137 8:3.999737012660834 
null 0:2.898344714791823 6:1.8850782151707313 5:1.4883184934189737 
null 0:4.2979304739795126 8:1.4197374787547812 5:1.0730792161061886 
null 0:4.846296484843585 5:2.2123350028037962 2:1.7962417388466179 
null 0:6.63465766668303 8:1.874649187123171 5:1.8151334732795208 
null 0:3.5065503454864744 6:2.199797228340102 5:1.5327264481646738 
null 0:7.118531259046724 8:2.2263714333998466 2:1.5685196268499018 
null 0:7.072375147788777 2:4.684610775318119 3:4.022883186462813 
null 0:3.6741345491264625 5:1.5865739038732347 8:1.526006297912131 
null 0:6.376617316023386 7:2.7801189306570944 9:2.0994306158910168 
null 0:5.833160587353307 8:2.5343898372784226 9:1.2937821712894388 
null 0:4.058402736623601 8:1.318908233792533 3:0.9778708019504806 
null 0:5.376603137997339 8:1.6643959475360381 5:1.1769644441662652 
null 0:6.155354909377321 6:4.288939460960003 5:3.42004856639146 
null 0:3.2157733857827586 5:1.7283126967379288 8:1.3450408827858646 
null 0:6.533507617159894 2:2.483486262583003 8:1.8904798004289363 
null 0:4.664158646899199 8:1.666850834150115 5:1.2460670495395865 
null 0:8.260195450284023 8:3.7198801867776154 2:3.6139585666883485 
null 0:4.050820605327126 6:1.472156017533123 2:1.4202519167224092 
null 0:4.117924362098115 8:1.8354434783545526 9:1.343652284310279 
null 0:6.849646705236048 5:2.1957293179259683 2:2.1043010415421812 
null 0:7.611324898567288 8:3.6108421762528935 5:2.2159982784011594 
null 0:4.865082017401681 2:4.539587259732209 8:2.9888752724065824 
null 0:3.895340906249632 5:3.491830670918828 8:2.96762837817997 
null 0:7.692767580297532 8:2.203991142579829 5:1.8591156022687052 
null 0:6.341078763217913 8:1.8304052817569734 2:1.6509721926098133 
null 0:5.178379674895263 8:1.8603932031369572 5:1.6604522092123475 
null 0:8.561142808688354 5:4.840127429629867 6:2.330961913750212 
null 0:4.39257025218092 5:3.1994091292747653 3:1.7262150887140213 
null 0:5.461115082864085 8:1.866634448754786 5:1.662831893704725 
null 0:5.079621327363099 8:2.2402748013211804 5:1.1867127452796524 
null 0:6.30682344559686 9:2.4249801933457102 8:1.4626109027505474 
null 0:7.040429476859627 8:3.0327794663062075 5:2.1020325609849304 
null 0:3.7897004994224903 3:1.3469531307602918 8:1.3371183684441994 
null 0:2.9107248963175176 8:2.625913091816547 5:1.9991865295260576 
null 0:5.4354979000822174 5:1.8259273334808435 8:1.3102152094943784 
null 0:7.448734638008481 5:4.2475395657896176 8:3.0989182263894604 
null 0:6.435362026500985 8:1.6268920136166896 5:1.2884438355800862 
null 0:3.6718600741928262 2:1.2674377041450158 9:1.07635740950407 
null 0:5.388486778440408 8:1.592444129696852 9:1.2478720227096805 
null 0:4.57822330208539 3:1.7227447293179048 5:1.1695823804767524 
null 0:7.816741699018307 6:3.320029303684943 7:2.0511111874582504 
null 7:2.2200616053681697 9:2.0961120385018037 0:1.9269959179348122 
null 0:5.4811048450475095 8:1.6431083461037381 5:1.4475053743383204 
null 0:9.734469820722428 5:4.776929247287115 8:2.7282342387948444 
null 0:10.220252350556985 5:4.021199901785017 8:2.750493494372435 
null 0:4.239572372107208 3:1.5737839482208935 8:1.4370182289214963 
null 0:10.238197718810833 5:7.306626544471243 8:2.0735820876302493 
null 0:3.571082164750687 2:1.4129716612765593 8:1.3863455369685609 
null 0:1.8652988931303376 8:1.3991776039535804 3:0.9411084488344874 
null 0:4.528410522147188 6:1.9935286182855467 5:1.5827777220291879 
null 0:5.3502363895527525 5:2.667916889833121 8:1.959603301138555 
null 0:8.036930146076505 5:4.0792216082096475 6:2.9872220114411308 
null 0:8.444995649638956 8:3.062666365824185 5:2.8838993113242775 
null 0:7.256070851688881 3:2.179549220880296 2:1.1257427284372035 
null 0:6.917787414436469 5:2.321565641880963 2:1.075515252306555 
null 0:3.0645523110575055 9:1.4117022265743582 5:0.9748746538725435 
null 0:5.045106912234782 5:3.614936860230172 8:2.158040734306463 
null 0:2.3494409543254906 5:1.904756910291255 8:1.391402618454905 
null 0:6.051124020452424 5:2.1388652541935063 8:0.8352302474466976 
null 0:5.183398454935365 3:3.3712998549889006 2:3.3637234985822415 
null 0:8.208549526548932 2:3.8346296628020173 8:2.947170188109577 
null 0:2.5812531887224552 5:2.3205543553343797 8:1.8656374649188032 
null 0:11.301011727939697 2:3.560273158979349 8:3.469455550466389 
null 0:6.1906535318498985 5:3.2718572965797574 8:3.0816475788057853 
null 0:7.30469444126569 6:2.259959838520292 8:1.4965677298359354 
null 0:8.099516639551458 5:3.8501971719618995 3:1.4326019290061769 
null 0:4.344529295334336 5:1.7243381920588188 8:1.3810612149818327 
null 0:5.626552105951805 8:2.1300607001625744 5:1.2941269300691811 
null 6:3.783445951040078 0:3.550289757624964 2:2.210931914367792 
null 0:6.7837197846481265 8:2.976887534467698 5:1.7220363335657969 
null 0:5.389138561751404 3:1.6383275583465626 2:0.9694711533192744 
null 0:7.001298611979653 5:3.346433091228355 2:3.305828595310432 
null 0:4.957763078864931 5:2.9248887991732593 8:2.7548299992548984 
null 0:7.676902497405102 5:4.7681149718362175 6:2.5049623746098058 
null 0:8.711599393620826 5:4.808601555724444 6:2.4358553763558954 
null 0:9.166361532534317 5:2.311170983651917 3:1.7860270168292225 
null 0:3.314558303822998 8:1.8750526193444295 5:1.7433574462450343 
null 0:7.593417071550585 5:2.1222745338497067 6:1.6194224260187375 
null 0:7.597114100633475 5:3.525403661920113 6:0.9106795715660524 
null 0:7.727764998651912 8:2.2708144238337615 2:1.904375534690827 
null 0:4.1376703257188465 6:2.310165402335561 8:1.992814120460259 
null 0:6.460418313919125 5:1.9260097787198744 8:1.5863325929736634 
null 0:9.254384804509028 5:4.387886986560173 8:1.7224917752585867 
null 0:8.454697558850707 8:3.687892157979096 2:0.9445742629667726 
null 0:4.26071398731147 5:1.6417312887803477 8:1.235537870495738 
null 0:7.967807769143232 8:3.327772889215211 5:2.235712710005474 
null 0:7.995498196546223 5:4.045391789433993 8:2.488550943048389 
null 0:8.136180818143238 2:4.5993857619967295 5:3.8269991173228264 
null 0:8.014128024353536 8:2.990766934666948 5:2.7065391530383054 
null 0:4.661586856993675 5:2.4508993280105096 8:1.9493403015644426 
null 0:5.790043760185156 8:1.252050477003393 9:1.1386164014567068 
null 8:1.2918337618733629 2:1.2569216221691764 6:0.9948126268682074 
null 0:8.050104390460264 8:3.172231298162775 5:3.155395785409238 
null 0:6.468608708091369 8:2.6357494421968206 2:1.129557618354619 
null 0:5.001349098027428 8:2.1867401892485825 5:2.16486758879472 
null 0:6.707534107868297 8:3.4937938348943334 5:2.153500102548986 
null 0:4.453581084706537 8:2.1167473899616134 5:1.7196536265919031 
null 0:7.423033332409377 5:4.045974770158324 8:1.6372920887797708 
null 0:3.7129795479974765 5:1.4200189243449357 8:1.140591357622552 
null 0:9.756432338044782 5:3.504261119887794 3:2.030565909261657 
null 0:9.41759961012989 5:4.804096891599059 8:3.917650883416441 
null 0:9.771370853293448 5:3.9629959719703036 8:1.7156973015284749 
null 0:5.249995147012428 5:2.4973265438270076 8:2.353917898895029 
null 0:5.632295152856967 8:1.9529372265890599 5:1.9274204295067066 
null 0:9.08512915146965 5:8.593610442573027 8:2.729855753797431 
null 0:6.992328117807518 6:3.2074860538276924 5:3.1043408205254517 
null 0:5.459418476777916 8:1.9793912410978443 2:1.0267152603116203 
null 0:7.399714517195542 8:2.133299626580248 2:1.9491882840254875 
null 0:7.4285468312232705 8:2.713410975530804 2:1.2680275495715143 
null 0:4.619416481660329 5:2.1664049038320887 6:1.9989051332392684 
null 0:8.553340333689178 5:6.966630338494932 8:1.4864562471824139 
null 0:5.442390214541983 2:4.542634189778329 3:3.6619283623302765 
null 0:9.691292014676355 5:5.293634187506408 6:2.0885289061452417 
null 0:5.458508591600989 3:4.52491143122056 2:3.88474317725066 
null 0:4.876046169609855 3:2.540303985563242 2:2.037284644136275 
null 0:5.39114367265685 5:2.4316703130763258 8:1.8934155681948006 
null 0:11.469939362214602 5:8.531185378739503 8:2.3898296136426866 
null 0:6.665790326380868 8:2.6462468325107924 5:2.3686802454414395 
null 0:4.586222035708071 8:1.4292590338927378 5:1.2912518304900877 
null 0:4.641661890032057 8:1.5238624117407347 5:1.3320853797400085 
null 0:5.293886102636254 5:1.5553596929638094 8:1.4039242770723168 
